ID_ENTIDAD,DISTRITO,nombre_partido,candidato
19,2,PAN,PAN
19,2,PRI,PRI
19,2,PRD,PRD
19,2,PT,MORENA
19,2,MORENA,MORENA
19,2,PVEM,MORENA
19,3,PAN,PAN
19,3,PRI,PRI
19,3,PRD,PRD
19,3,PT,PT
19,3,MORENA,PT
19,3,PVEM,PT
19,4,PAN,PAN
19,4,PRI,PRI
19,4,PRD,PRD
19,4,PT,PT
19,4,MORENA,MORENA
19,4,PVEM,PVEM
19,5,PAN,PAN
19,5,PRI,PRI
19,5,PRD,PRD
19,5,PT,PT
19,5,MORENA,PT
19,5,PVEM,PT
19,6,PAN,PAN
19,6,PRI,PRI
19,6,PRD,PRD
19,6,PT,PT
19,6,MORENA,MORENA
19,6,PVEM,PVEM
19,7,PAN,PAN
19,7,PRI,PRI
19,7,PRD,PRD
19,7,PT,PVEM
19,7,MORENA,PVEM
19,7,PVEM,PVEM
19,8,PAN,PAN
19,8,PRI,PRI
19,8,PRD,PRD
19,8,PT,PVEM
19,8,MORENA,PVEM
19,8,PVEM,PVEM
19,9,PAN,PAN
19,9,PRI,PRI
19,9,PRD,PRD
19,9,PT,PT
19,9,MORENA,MORENA
19,9,PVEM,PVEM
19,10,PAN,PAN
19,10,PRI,PRI
19,10,PRD,PRD
19,10,PT,PVEM
19,10,MORENA,PVEM
19,10,PVEM,PVEM
19,11,PAN,PAN
19,11,PRI,PRI
19,11,PRD,PRD
19,11,PT,PT
19,11,MORENA,PT
19,11,PVEM,PT
19,12,PAN,PAN
19,12,PRI,PRI
19,12,PRD,PRD
19,12,PT,MORENA
19,12,MORENA,MORENA
19,12,PVEM,MORENA
20,1,PAN,PRI
20,1,PRI,PRI
20,1,PRD,PRI
20,1,PT,MORENA
20,1,MORENA,MORENA
20,1,PVEM,MORENA
20,2,PAN,PRD
20,2,PRI,PRD
20,2,PRD,PRD
20,2,PT,PT
20,2,MORENA,MORENA
20,2,PVEM,PVEM
20,3,PAN,PRI
20,3,PRI,PRI
20,3,PRD,PRI
20,3,PT,PT
20,3,MORENA,PT
20,3,PVEM,PT
20,4,PAN,PRI
20,4,PRI,PRI
20,4,PRD,PRI
20,4,PT,MORENA
20,4,MORENA,MORENA
20,4,PVEM,MORENA
20,5,PAN,PRI
20,5,PRI,PRI
20,5,PRD,PRI
20,5,PT,MORENA
20,5,MORENA,MORENA
20,5,PVEM,MORENA
20,6,PAN,PRD
20,6,PRI,PRD
20,6,PRD,PRD
20,6,PT,PT
20,6,MORENA,MORENA
20,6,PVEM,PVEM
20,7,PAN,PRI
20,7,PRI,PRI
20,7,PRD,PRI
20,7,PT,PVEM
20,7,MORENA,PVEM
20,7,PVEM,PVEM
20,8,PAN,PRI
20,8,PRI,PRI
20,8,PRD,PRI
20,8,PT,PT
20,8,MORENA,PT
20,8,PVEM,PT
20,9,PAN,PRI
20,9,PRI,PRI
20,9,PRD,PRI
20,9,PT,MORENA
20,9,MORENA,MORENA
20,9,PVEM,MORENA
20,10,PAN,PRI
20,10,PRI,PRI
20,10,PRD,PRI
20,10,PT,PT
20,10,MORENA,MORENA
20,10,PVEM,PVEM
21,1,PAN,PRD
21,1,PRI,PRD
21,1,PRD,PRD
21,1,PT,PVEM
21,1,MORENA,PVEM
21,1,PVEM,PVEM
21,2,PAN,PRI
21,2,PRI,PRI
21,2,PRD,PRI
21,2,PT,PVEM
21,2,MORENA,PVEM
21,2,PVEM,PVEM
21,3,PAN,PRI
21,3,PRI,PRI
21,3,PRD,PRI
21,3,PT,PT
21,3,MORENA,PT
21,3,PVEM,PT
21,4,PAN,PRD
21,4,PRI,PRD
21,4,PRD,PRD
21,4,PT,MORENA
21,4,MORENA,MORENA
21,4,PVEM,MORENA
21,5,PAN,PRD
21,5,PRI,PRD
21,5,PRD,PRD
21,5,PT,PT
21,5,MORENA,PT
21,5,PVEM,PT
21,6,PAN,PRI
21,6,PRI,PRI
21,6,PRD,PRI
21,6,PT,MORENA
21,6,MORENA,MORENA
21,6,PVEM,MORENA
21,7,PAN,PAN
21,7,PRI,PAN
21,7,PRD,PAN
21,7,PT,PT
21,7,MORENA,PT
21,7,PVEM,PT
21,8,PAN,PRI
21,8,PRI,PRI
21,8,PRD,PRI
21,8,PT,MORENA
21,8,MORENA,MORENA
21,8,PVEM,MORENA
21,9,PAN,PAN
21,9,PRI,PAN
21,9,PRD,PAN
21,9,PT,PVEM
21,9,MORENA,PVEM
21,9,PVEM,PVEM
21,10,PAN,PAN
21,10,PRI,PAN
21,10,PRD,PAN
21,10,PT,MORENA
21,10,MORENA,MORENA
21,10,PVEM,MORENA
21,11,PAN,PAN
21,11,PRI,PAN
21,11,PRD,PAN
21,11,PT,MORENA
21,11,MORENA,MORENA
21,11,PVEM,MORENA
21,12,PAN,PAN
21,12,PRI,PAN
21,12,PRD,PAN
21,12,PT,MORENA
21,12,MORENA,MORENA
21,12,PVEM,MORENA
21,13,PAN,PRD
21,13,PRI,PRD
21,13,PRD,PRD
21,13,PT,MORENA
21,13,MORENA,MORENA
21,13,PVEM,MORENA
21,14,PAN,PRI
21,14,PRI,PRI
21,14,PRD,PRI
21,14,PT,PT
21,14,MORENA,PT
21,14,PVEM,PT
21,15,PAN,PRI
21,15,PRI,PRI
21,15,PRD,PRI
21,15,PT,PT
21,15,MORENA,PT
21,15,PVEM,PT
22,1,PAN,PAN
22,1,PRI,PRI
22,1,PRD,PRD
22,1,PT,PT
22,1,MORENA,MORENA
22,1,PVEM,PVEM
22,2,PAN,PAN
22,2,PRI,PRI
22,2,PRD,PRD
22,2,PT,MORENA
22,2,MORENA,MORENA
22,2,PVEM,MORENA
22,3,PAN,PAN
22,3,PRI,PRI
22,3,PRD,PRD
22,3,PT,MORENA
22,3,MORENA,MORENA
22,3,PVEM,MORENA
22,4,PAN,PAN
22,4,PRI,PRI
22,4,PRD,PRD
22,4,PT,PT
22,4,MORENA,MORENA
22,4,PVEM,PVEM
22,5,PAN,PAN
22,5,PRI,PRI
22,5,PRD,PRD
22,5,PT,PT
22,5,MORENA,MORENA
22,5,PVEM,PVEM
23,1,PAN,PAN
23,1,PRI,PAN
23,1,PRD,PAN
23,1,PT,PVEM
23,1,MORENA,PVEM
23,1,PVEM,PVEM
23,2,PAN,PRI
23,2,PRI,PRI
23,2,PRD,PRI
23,2,PT,MORENA
23,2,MORENA,MORENA
23,2,PVEM,MORENA
23,3,PAN,PRD
23,3,PRI,PRD
23,3,PRD,PRD
23,3,PT,MORENA
23,3,MORENA,MORENA
23,3,PVEM,MORENA
23,4,PAN,PRD
23,4,PRI,PRD
23,4,PRD,PRD
23,4,PT,PVEM
23,4,MORENA,PVEM
23,4,PVEM,PVEM
24,1,PAN,PRI
24,1,PRI,PRI
24,1,PRD,PRI
24,1,PT,PVEM
24,1,MORENA,PVEM
24,1,PVEM,PVEM
24,2,PAN,PRI
24,2,PRI,PRI
24,2,PRD,PRI
24,2,PT,PT
24,2,MORENA,MORENA
24,2,PVEM,PVEM
24,3,PAN,PRI
24,3,PRI,PRI
24,3,PRD,PRI
24,3,PT,PVEM
24,3,MORENA,PVEM
24,3,PVEM,PVEM
24,4,PAN,PRD
24,4,PRI,PRD
24,4,PRD,PRD
24,4,PT,MORENA
24,4,MORENA,MORENA
24,4,PVEM,MORENA
24,5,PAN,PAN
24,5,PRI,PAN
24,5,PRD,PAN
24,5,PT,PVEM
24,5,MORENA,PVEM
24,5,PVEM,PVEM
24,6,PAN,PAN
24,6,PRI,PAN
24,6,PRD,PAN
24,6,PT,PVEM
24,6,MORENA,PVEM
24,6,PVEM,PVEM
24,7,PAN,PAN
24,7,PRI,PAN
24,7,PRD,PAN
24,7,PT,PVEM
24,7,MORENA,PVEM
24,7,PVEM,PVEM
25,1,PAN,PAN
25,1,PRI,PAN
25,1,PRD,PAN
25,1,PT,PT
25,1,MORENA,PT
25,1,PVEM,PT
25,2,PAN,PAN
25,2,PRI,PAN
25,2,PRD,PAN
25,2,PT,MORENA
25,2,MORENA,MORENA
25,2,PVEM,MORENA
25,3,PAN,PRI
25,3,PRI,PRI
25,3,PRD,PRI
25,3,PT,PT
25,3,MORENA,PT
25,3,PVEM,PT
25,4,PAN,PRI
25,4,PRI,PRI
25,4,PRD,PRI
25,4,PT,PT
25,4,MORENA,MORENA
25,4,PVEM,PVEM
25,5,PAN,PRI
25,5,PRI,PRI
25,5,PRD,PRI
25,5,PT,MORENA
25,5,MORENA,MORENA
25,5,PVEM,MORENA
25,6,PAN,PRI
25,6,PRI,PRI
25,6,PRD,PRI
25,6,PT,PT
25,6,MORENA,MORENA
25,6,PVEM,PVEM
25,7,PAN,PRI
25,7,PRI,PRI
25,7,PRD,PRI
25,7,PT,MORENA
25,7,MORENA,MORENA
25,7,PVEM,MORENA
26,1,PAN,PAN
26,1,PRI,PAN
26,1,PRD,PAN
26,1,PT,PT
26,1,MORENA,MORENA
26,1,PVEM,PVEM
26,2,PAN,PAN
26,2,PRI,PAN
26,2,PRD,PAN
26,2,PT,PT
26,2,MORENA,PT
26,2,PVEM,PT
26,3,PAN,PAN
26,3,PRI,PAN
26,3,PRD,PAN
26,3,PT,MORENA
26,3,MORENA,MORENA
26,3,PVEM,MORENA
26,4,PAN,PRD
26,4,PRI,PRD
26,4,PRD,PRD
26,4,PT,PT
26,4,MORENA,MORENA
26,4,PVEM,PVEM
26,5,PAN,PRI
26,5,PRI,PRI
26,5,PRD,PRI
26,5,PT,MORENA
26,5,MORENA,MORENA
26,5,PVEM,MORENA
26,6,PAN,PRI
26,6,PRI,PRI
26,6,PRD,PRI
26,6,PT,PT
26,6,MORENA,MORENA
26,6,PVEM,PVEM
26,7,PAN,PRI
26,7,PRI,PRI
26,7,PRD,PRI
26,7,PT,PT
26,7,MORENA,PT
26,7,PVEM,PT
27,1,PAN,PRI
27,1,PRI,PRI
27,1,PRD,PRI
27,1,PT,PT
27,1,MORENA,MORENA
27,1,PVEM,PVEM
27,2,PAN,PRD
27,2,PRI,PRD
27,2,PRD,PRD
27,2,PT,PT
27,2,MORENA,MORENA
27,2,PVEM,PVEM
27,3,PAN,PRD
27,3,PRI,PRD
27,3,PRD,PRD
27,3,PT,PT
27,3,MORENA,MORENA
27,3,PVEM,PVEM
27,4,PAN,PRD
27,4,PRI,PRD
27,4,PRD,PRD
27,4,PT,PT
27,4,MORENA,MORENA
27,4,PVEM,PVEM
27,5,PAN,PRD
27,5,PRI,PRD
27,5,PRD,PRD
27,5,PT,PT
27,5,MORENA,MORENA
27,5,PVEM,PVEM
27,6,PAN,PAN
27,6,PRI,PAN
27,6,PRD,PAN
27,6,PT,PT
27,6,MORENA,MORENA
27,6,PVEM,PVEM
28,1,PAN,PAN
28,1,PRI,PRI
28,1,PRD,PRD
28,1,PT,PVEM
28,1,MORENA,PVEM
28,1,PVEM,PVEM
28,2,PAN,PAN
28,2,PRI,PRI
28,2,PRD,PRD
28,2,PT,PT
28,2,MORENA,PT
28,2,PVEM,PT
28,3,PAN,PAN
28,3,PRI,PRI
28,3,PRD,PRD
28,3,PT,PVEM
28,3,MORENA,PVEM
28,3,PVEM,PVEM
28,4,PAN,PAN
28,4,PRI,PRI
28,4,PRD,PRD
28,4,PT,MORENA
28,4,MORENA,MORENA
28,4,PVEM,MORENA
28,5,PAN,PAN
28,5,PRI,PRI
28,5,PRD,PRD
28,5,PT,PVEM
28,5,MORENA,PVEM
28,5,PVEM,PVEM
28,6,PAN,PAN
28,6,PRI,PRI
28,6,PRD,PRD
28,6,PT,PT
28,6,MORENA,MORENA
28,6,PVEM,PVEM
28,7,PAN,PAN
28,7,PRI,PRI
28,7,PRD,PRD
28,7,PT,MORENA
28,7,MORENA,MORENA
28,7,PVEM,MORENA
28,8,PAN,PAN
28,8,PRI,PRI
28,8,PRD,PRD
28,8,PT,MORENA
28,8,MORENA,MORENA
28,8,PVEM,MORENA
28,9,PAN,PAN
28,9,PRI,PRI
28,9,PRD,PRD
28,9,PT,PT
28,9,MORENA,PT
28,9,PVEM,PT
29,1,PAN,PAN
29,1,PRI,PAN
29,1,PRD,PAN
29,1,PT,PT
29,1,MORENA,PT
29,1,PVEM,PT
29,2,PAN,PRD
29,2,PRI,PRD
29,2,PRD,PRD
29,2,PT,PT
29,2,MORENA,PT
29,2,PVEM,PT
29,3,PAN,PRI
29,3,PRI,PRI
29,3,PRD,PRI
29,3,PT,PT
29,3,MORENA,MORENA
29,3,PVEM,PVEM
30,1,PAN,PRI
30,1,PRI,PRI
30,1,PRD,PRI
30,1,PT,PVEM
30,1,MORENA,PVEM
30,1,PVEM,PVEM
30,2,PAN,PAN
30,2,PRI,PAN
30,2,PRD,PAN
30,2,PT,PVEM
30,2,MORENA,PVEM
30,2,PVEM,PVEM
30,3,PAN,PAN
30,3,PRI,PAN
30,3,PRD,PAN
30,3,PT,MORENA
30,3,MORENA,MORENA
30,3,PVEM,MORENA
30,4,PAN,PAN
30,4,PRI,PAN
30,4,PRD,PAN
30,4,PT,MORENA
30,4,MORENA,MORENA
30,4,PVEM,MORENA
30,5,PAN,PRD
30,5,PRI,PRD
30,5,PRD,PRD
30,5,PT,MORENA
30,5,MORENA,MORENA
30,5,PVEM,MORENA
30,6,PAN,PRD
30,6,PRI,PRD
30,6,PRD,PRD
30,6,PT,PT
30,6,MORENA,MORENA
30,6,PVEM,PVEM
30,7,PAN,PAN
30,7,PRI,PAN
30,7,PRD,PAN
30,7,PT,PT
30,7,MORENA,MORENA
30,7,PVEM,PVEM
30,8,PAN,PRI
30,8,PRI,PRI
30,8,PRD,PRI
30,8,PT,MORENA
30,8,MORENA,MORENA
30,8,PVEM,MORENA
30,9,PAN,PRI
30,9,PRI,PRI
30,9,PRD,PRI
30,9,PT,PT
30,9,MORENA,MORENA
30,9,PVEM,PVEM
30,10,PAN,PRI
30,10,PRI,PRI
30,10,PRD,PRI
30,10,PT,PT
30,10,MORENA,MORENA
30,10,PVEM,PVEM
30,11,PAN,PRI
30,11,PRI,PRI
30,11,PRD,PRI
30,11,PT,PT
30,11,MORENA,MORENA
30,11,PVEM,PVEM
30,12,PAN,PAN
30,12,PRI,PAN
30,12,PRD,PAN
30,12,PT,PVEM
30,12,MORENA,PVEM
30,12,PVEM,PVEM
30,13,PAN,PAN
30,13,PRI,PAN
30,13,PRD,PAN
30,13,PT,PVEM
30,13,MORENA,PVEM
30,13,PVEM,PVEM
30,14,PAN,PRD
30,14,PRI,PRD
30,14,PRD,PRD
30,14,PT,MORENA
30,14,MORENA,MORENA
30,14,PVEM,MORENA
30,15,PAN,PRI
30,15,PRI,PRI
30,15,PRD,PRI
30,15,PT,MORENA
30,15,MORENA,MORENA
30,15,PVEM,MORENA
30,16,PAN,PRI
30,16,PRI,PRI
30,16,PRD,PRI
30,16,PT,MORENA
30,16,MORENA,MORENA
30,16,PVEM,MORENA
30,17,PAN,PAN
30,17,PRI,PAN
30,17,PRD,PAN
30,17,PT,MORENA
30,17,MORENA,MORENA
30,17,PVEM,MORENA
30,18,PAN,PRD
30,18,PRI,PRD
30,18,PRD,PRD
30,18,PT,PVEM
30,18,MORENA,PVEM
30,18,PVEM,PVEM
30,19,PAN,PRD
30,19,PRI,PRD
30,19,PRD,PRD
30,19,PT,MORENA
30,19,MORENA,MORENA
30,19,PVEM,MORENA
30,20,PAN,PRD
30,20,PRI,PRD
30,20,PRD,PRD
30,20,PT,PT
30,20,MORENA,MORENA
30,20,PVEM,PVEM
31,1,PAN,PAN
31,1,PRI,PRI
31,1,PRD,PRD
31,1,PT,PT
31,1,MORENA,MORENA
31,1,PVEM,PVEM
31,2,PAN,PAN
31,2,PRI,PRI
31,2,PRD,PRD
31,2,PT,PVEM
31,2,MORENA,PVEM
31,2,PVEM,PVEM
31,3,PAN,PAN
31,3,PRI,PRI
31,3,PRD,PRD
31,3,PT,PT
31,3,MORENA,MORENA
31,3,PVEM,PVEM
31,4,PAN,PAN
31,4,PRI,PRI
31,4,PRD,PRD
31,4,PT,PT
31,4,MORENA,MORENA
31,4,PVEM,PVEM
31,5,PAN,PAN
31,5,PRI,PRI
31,5,PRD,PRD
31,5,PT,PVEM
31,5,MORENA,PVEM
31,5,PVEM,PVEM
32,1,PAN,PRI
32,1,PRI,PRI
32,1,PRD,PRI
32,1,PT,MORENA
32,1,MORENA,MORENA
32,1,PVEM,MORENA
32,2,PAN,PAN
32,2,PRI,PAN
32,2,PRD,PAN
32,2,PT,PVEM
32,2,MORENA,PVEM
32,2,PVEM,PVEM
32,3,PAN,PRI
32,3,PRI,PRI
32,3,PRD,PRI
32,3,PT,PT
32,3,MORENA,PT
32,3,PVEM,PT
32,4,PAN,PRI
32,4,PRI,PRI
32,4,PRD,PRI
32,4,PT,PT
32,4,MORENA,MORENA
32,4,PVEM,PVEM
