"ID","iD_ESTADO","ID_DISTRITO_FEDERAL","SECCION","TIPO_CASILLA","ID_CASILLA","EXT_CONTIGUA","TIPO_SECCION","LISTA_NOMINAL","ID_MUNICIPIO","ID_DIST_LOC","ID_ESTRATO_F","ESTRATO_F","ID_ESTRATO_L","ESTRATO_L","ID_AREA_RESPONSABILIDAD","NUM_ZORE","CIRCUNSCRIPCION"
"A07130767E0100","07","13",767,"E",1,0,2,667,54,16,39,NA,15,NA,126,18,3
"A07130772E0100","07","13",772,"E",1,0,3,460,54,16,39,NA,15,NA,124,18,3
"A07130773C0100","07","13",773,"C",1,0,1,558,54,16,39,NA,15,NA,122,17,3
"A07130775C0100","07","13",775,"C",1,0,3,391,54,16,39,NA,15,NA,120,18,3
"A07130788B0100","07","13",788,"B",1,0,1,679,57,17,39,NA,15,NA,57,11,3
"A07130798B0100","07","13",798,"B",1,0,3,739,57,17,39,NA,15,NA,63,12,3
"A07130805B0100","07","13",805,"B",1,0,3,531,57,17,39,NA,15,NA,67,13,3
"A07130808C0100","07","13",808,"C",1,0,3,608,57,17,39,NA,15,NA,65,13,3
"A07131197B0100","07","13",1197,"B",1,0,3,532,123,23,39,NA,15,NA,11,9,3
"A07131200E0100","07","13",1200,"E",1,0,3,277,81,23,39,NA,15,NA,22,7,3
"A07131359C0100","07","13",1359,"C",1,0,3,617,90,24,39,NA,15,NA,91,20,3
"A07131371B0100","07","13",1371,"B",1,0,3,597,90,24,39,NA,15,NA,95,21,3
"A07131372B0100","07","13",1372,"B",1,0,3,457,90,24,39,NA,15,NA,100,21,3
"A07131756B0100","07","13",1756,"B",1,0,3,740,103,16,39,NA,15,NA,74,14,3
"A07131758C0100","07","13",1758,"C",1,0,3,519,103,16,39,NA,15,NA,74,14,3
"A07135010E0100","07","13",5010,"E",1,0,3,344,123,23,39,NA,15,NA,12,9,3
"A08011808B0100","08","01",1808,"B",1,0,1,409,37,7,40,NA,1,NA,8,2,1
"A08011810B0100","08","01",1810,"B",1,0,1,665,37,7,40,NA,1,NA,8,2,1
"A08011815B0100","08","01",1815,"B",1,0,1,398,37,7,40,NA,1,NA,15,3,1
"A08011832B0100","08","01",1832,"B",1,0,1,393,37,7,40,NA,1,NA,12,2,1
"A08011846B0100","08","01",1846,"B",1,0,1,385,37,7,40,NA,1,NA,7,1,1
"A08011853B0100","08","01",1853,"B",1,0,1,640,37,7,40,NA,1,NA,17,3,1
"A08011880C0100","08","01",1880,"C",1,0,1,456,37,7,40,NA,1,NA,21,4,1
"A08011921B0100","08","01",1921,"B",1,0,1,439,37,7,40,NA,1,NA,4,1,1
"A08011930C0100","08","01",1930,"C",1,0,1,620,37,8,40,NA,1,NA,28,5,1
"A08012711C0200","08","01",2711,"C",2,0,1,719,37,7,40,NA,1,NA,41,7,1
"A08012711C0600","08","01",2711,"C",6,0,1,719,37,7,40,NA,1,NA,42,7,1
"A08012715B0100","08","01",2715,"B",1,0,1,438,37,9,40,NA,1,NA,62,10,1
"A08012733C0100","08","01",2733,"C",1,0,1,647,37,9,40,NA,1,NA,82,12,1
"A08012765C0100","08","01",2765,"C",1,0,1,389,37,9,40,NA,1,NA,50,8,1
"A08012786B0100","08","01",2786,"B",1,0,1,566,37,9,40,NA,1,NA,97,15,1
"A08012796C0100","08","01",2796,"C",1,0,1,548,37,9,40,NA,1,NA,55,9,1
"A08012804B0100","08","01",2804,"B",1,0,1,488,37,7,40,NA,1,NA,60,9,1
"A08012811C0400","08","01",2811,"C",4,0,1,736,37,7,40,NA,1,NA,25,4,1
"A08012823C0600","08","01",2823,"C",6,0,1,695,37,9,40,NA,1,NA,87,13,1
"A08012843C0100","08","01",2843,"C",1,0,1,518,37,9,40,NA,1,NA,48,8,1
"A08012941B0100","08","01",2941,"B",1,0,1,482,37,8,40,NA,1,NA,100,15,1
"A08012971C0100","08","01",2971,"C",1,0,1,645,37,8,40,NA,1,NA,115,17,1
"A08012976C0200","08","01",2976,"C",2,0,1,669,37,10,40,NA,1,NA,114,17,1
"A08012983C0400","08","01",2983,"C",4,0,1,646,37,10,40,NA,1,NA,112,17,1
"A08012994B0100","08","01",2994,"B",1,0,1,296,37,10,40,NA,1,NA,121,18,1
"A08013019B0100","08","01",3019,"B",1,0,1,321,37,10,40,NA,1,NA,123,18,1
"A08020008C0100","08","02",8,"C",1,0,1,591,1,11,41,NA,2,NA,5,1,1
"A08020068C0100","08","02",68,"C",1,0,1,419,5,1,41,NA,2,NA,9,2,1
"A08020075C0100","08","02",75,"C",1,0,2,379,5,1,41,NA,2,NA,11,3,1
"A08020160C0100","08","02",160,"C",1,0,1,416,10,11,41,NA,2,NA,17,5,1
"A08020170B0100","08","02",170,"B",1,0,3,429,10,11,41,NA,2,NA,21,4,1
"A08021126B0100","08","02",1126,"B",1,0,1,380,28,11,41,NA,2,NA,32,7,1
"A08021379B0100","08","02",1379,"B",1,0,3,533,35,1,41,NA,2,NA,42,9,1
"A08021384B0100","08","02",1384,"B",1,0,3,568,35,1,41,NA,2,NA,43,9,1
"A08021885C0200","08","02",1885,"C",2,0,1,715,37,8,41,NA,2,NA,52,12,1
"A08021888B0100","08","02",1888,"B",1,0,1,583,37,8,41,NA,2,NA,57,12,1
"A08021916C0300","08","02",1916,"C",3,0,1,715,37,8,41,NA,2,NA,58,14,1
"A08021945E0106","08","02",1945,"E",1,6,2,680,37,10,41,NA,2,NA,67,16,1
"A08021945E0107","08","02",1945,"E",1,7,2,680,37,10,41,NA,2,NA,67,16,1
"A08022397C0100","08","02",2397,"C",1,0,1,455,50,1,41,NA,2,NA,116,18,1
"A08022422B0100","08","02",2422,"B",1,0,1,565,50,1,41,NA,2,NA,125,20,1
"A08022430B0100","08","02",2430,"B",1,0,1,616,50,1,41,NA,2,NA,124,19,1
"A08022444C0100","08","02",2444,"C",1,0,1,449,50,1,41,NA,2,NA,131,19,1
"A08022448C0100","08","02",2448,"C",1,0,1,685,50,1,41,NA,2,NA,136,19,1
"A08022903B0100","08","02",2903,"B",1,0,1,726,37,8,41,NA,2,NA,68,12,1
"A08022920B0100","08","02",2920,"B",1,0,1,713,37,8,41,NA,2,NA,78,13,1
"A08022936B0100","08","02",2936,"B",1,0,1,729,37,8,41,NA,2,NA,82,14,1
"A08023030B0100","08","02",3030,"B",1,0,1,150,37,5,41,NA,2,NA,83,11,1
"A08023058B0100","08","02",3058,"B",1,0,1,266,37,10,41,NA,2,NA,91,15,1
"A08023067B0100","08","02",3067,"B",1,0,1,234,37,10,41,NA,2,NA,95,15,1
"A08023095B0100","08","02",3095,"B",1,0,1,205,37,10,41,NA,2,NA,100,17,1
"A08023139B0100","08","02",3139,"B",1,0,1,469,37,10,41,NA,2,NA,106,14,1
"A08023141B0100","08","02",3141,"B",1,0,1,302,37,10,41,NA,2,NA,105,14,1
"A08023171B0100","08","02",3171,"B",1,0,1,645,37,10,41,NA,2,NA,114,16,1
"A08031425C0100","08","03",1425,"C",1,0,1,730,37,2,42,NA,3,NA,3,1,1
"A08031443B0100","08","03",1443,"B",1,0,1,271,37,4,42,NA,3,NA,19,5,1
"A08031456B0100","08","03",1456,"B",1,0,1,416,37,3,42,NA,3,NA,18,5,1
"A08031457B0100","08","03",1457,"B",1,0,1,460,37,3,42,NA,3,NA,22,4,1
"A08031465B0100","08","03",1465,"B",1,0,1,486,37,3,42,NA,3,NA,13,3,1
"A08031469B0100","08","03",1469,"B",1,0,1,726,37,2,42,NA,3,NA,11,2,1
"A08031498B0100","08","03",1498,"B",1,0,1,120,37,4,42,NA,3,NA,20,5,1
"A08031510C0300","08","03",1510,"C",3,0,1,585,37,3,42,NA,3,NA,29,8,1
"A08031553B0100","08","03",1553,"B",1,0,1,414,37,3,42,NA,3,NA,39,6,1
"A08031559C0300","08","03",1559,"C",3,0,1,638,37,3,42,NA,3,NA,54,9,1
"A08031564B0100","08","03",1564,"B",1,0,1,548,37,2,42,NA,3,NA,5,1,1
"A08031896B0100","08","03",1896,"B",1,0,1,728,37,7,42,NA,3,NA,114,17,1
"A08031911C0100","08","03",1911,"C",1,0,1,379,37,7,42,NA,3,NA,114,17,1
"A08031977B0100","08","03",1977,"B",1,0,1,565,37,3,42,NA,3,NA,45,11,1
"A08032013B0100","08","03",2013,"B",1,0,1,714,37,3,42,NA,3,NA,67,10,1
"A08032053B0100","08","03",2053,"B",1,0,1,738,37,3,42,NA,3,NA,62,10,1
"A08032093B0100","08","03",2093,"B",1,0,1,675,37,4,42,NA,3,NA,78,12,1
"A08032136B0100","08","03",2136,"B",1,0,1,614,37,2,42,NA,3,NA,84,13,1
"A08032165C0100","08","03",2165,"C",1,0,1,501,37,6,42,NA,3,NA,95,15,1
"A08032178B0100","08","03",2178,"B",1,0,1,452,37,6,42,NA,3,NA,93,15,1
"A08032189C0200","08","03",2189,"C",2,0,1,687,37,2,42,NA,3,NA,88,14,1
"A08032197C0100","08","03",2197,"C",1,0,1,644,37,2,42,NA,3,NA,124,19,1
"A08033102B0100","08","03",3102,"B",1,0,1,708,37,6,42,NA,3,NA,102,16,1
"A08033104B0100","08","03",3104,"B",1,0,1,710,37,6,42,NA,3,NA,101,16,1
"A08033119B0100","08","03",3119,"B",1,0,1,550,37,2,42,NA,3,NA,111,16,1
"A08041588B0100","08","04",1588,"B",1,0,1,473,37,4,43,NA,4,NA,7,1,1
"A08041594B0100","08","04",1594,"B",1,0,1,592,37,4,43,NA,4,NA,16,3,1
"A08041597B0100","08","04",1597,"B",1,0,1,736,37,5,43,NA,4,NA,102,15,1
"A08041621C0100","08","04",1621,"C",1,0,1,633,37,5,43,NA,4,NA,107,16,1
"A08041642B0100","08","04",1642,"B",1,0,1,720,37,5,43,NA,4,NA,110,16,1
"A08041642C0700","08","04",1642,"C",7,0,1,720,37,5,43,NA,4,NA,111,16,1
"A08041651B0100","08","04",1651,"B",1,0,1,722,37,4,43,NA,4,NA,30,5,1
"A08041658B0100","08","04",1658,"B",1,0,1,445,37,4,43,NA,4,NA,30,5,1
"A08041665C0100","08","04",1665,"C",1,0,1,522,37,4,43,NA,4,NA,38,6,1
"A08041683C0400","08","04",1683,"C",4,0,1,721,37,5,43,NA,4,NA,119,18,1
"A08041694C0300","08","04",1694,"C",3,0,1,728,37,5,43,NA,4,NA,117,17,1
"A08041701B0100","08","04",1701,"B",1,0,1,567,37,6,43,NA,4,NA,81,12,1
"A08041734C0200","08","04",1734,"C",2,0,1,677,37,5,43,NA,4,NA,132,20,1
"A08041735B0100","08","04",1735,"B",1,0,1,679,37,5,43,NA,4,NA,134,20,1
"A08041743C0200","08","04",1743,"C",2,0,1,716,37,5,43,NA,4,NA,124,18,1
"A08041756C0100","08","04",1756,"C",1,0,1,715,37,5,43,NA,4,NA,128,19,1
"A08041759B0100","08","04",1759,"B",1,0,1,518,37,6,43,NA,4,NA,88,13,1
"A08041766C0100","08","04",1766,"C",1,0,1,492,37,6,43,NA,4,NA,89,13,1
"A08041772C0100","08","04",1772,"C",1,0,1,694,37,5,43,NA,4,NA,143,21,1
"A08041772C0200","08","04",1772,"C",2,0,1,694,37,5,43,NA,4,NA,143,21,1
"A08041772C0400","08","04",1772,"C",4,0,1,694,37,5,43,NA,4,NA,144,21,1
"A08041778C0100","08","04",1778,"C",1,0,1,459,37,6,43,NA,4,NA,90,13,1
"A08041963B0100","08","04",1963,"B",1,0,1,302,37,4,43,NA,4,NA,22,4,1
"A08041993C0100","08","04",1993,"C",1,0,1,392,37,4,43,NA,4,NA,25,4,1
"A08042037B0100","08","04",2037,"B",1,0,1,661,37,4,43,NA,4,NA,27,4,1
"A08042105C0100","08","04",2105,"C",1,0,1,531,37,6,43,NA,4,NA,62,9,1
"A08042131B0100","08","04",2131,"B",1,0,1,717,37,6,43,NA,4,NA,63,9,1
"A08042131C0100","08","04",2131,"C",1,0,1,717,37,6,43,NA,4,NA,63,9,1
"A08042152C0100","08","04",2152,"C",1,0,1,608,37,6,43,NA,4,NA,75,11,1
"A08050026B0100","08","05",26,"B",1,0,1,682,2,11,44,NA,5,NA,5,1,1
"A08050059E0101","08","05",59,"E",1,1,2,663,4,11,44,NA,5,NA,10,2,1
"A08050180B0100","08","05",180,"B",1,0,1,593,11,20,44,NA,5,NA,13,3,1
"A08050194C0100","08","05",194,"C",1,0,1,553,11,20,44,NA,5,NA,16,3,1
"A08050203B0100","08","05",203,"B",1,0,1,716,11,20,44,NA,5,NA,28,4,1
"A08050208B0100","08","05",208,"B",1,0,2,266,11,20,44,NA,5,NA,23,4,1
"A08050217B0100","08","05",217,"B",1,0,3,273,11,20,44,NA,5,NA,24,4,1
"A08050927C0100","08","05",927,"C",1,0,1,392,21,19,44,NA,5,NA,32,7,1
"A08050930B0100","08","05",930,"B",1,0,1,559,21,19,44,NA,5,NA,30,7,1
"A08050942B0100","08","05",942,"B",1,0,1,387,21,19,44,NA,5,NA,33,7,1
"A08050975B0100","08","05",975,"B",1,0,1,545,21,19,44,NA,5,NA,41,8,1
"A08050983C0100","08","05",983,"C",1,0,1,572,21,19,44,NA,5,NA,47,9,1
"A08050984C0300","08","05",984,"C",3,0,1,723,21,19,44,NA,5,NA,53,10,1
"A08050991C0600","08","05",991,"C",6,0,1,667,21,19,44,NA,5,NA,58,10,1
"A08051006E0101","08","05",1006,"E",1,1,1,549,21,19,44,NA,5,NA,67,12,1
"A08051015B0100","08","05",1015,"B",1,0,2,448,21,19,44,NA,5,NA,73,12,1
"A08051389C0100","08","05",1389,"C",1,0,1,378,36,20,44,NA,5,NA,81,14,1
"A08051411C0300","08","05",1411,"C",3,0,1,641,36,20,44,NA,5,NA,89,15,1
"A08051416B0100","08","05",1416,"B",1,0,3,495,36,20,44,NA,5,NA,90,15,1
"A08051422B0100","08","05",1422,"B",1,0,2,326,36,20,44,NA,5,NA,91,15,1
"A08052291C0300","08","05",2291,"C",3,0,1,661,45,11,44,NA,5,NA,101,16,1
"A08052302C0100","08","05",2302,"C",1,0,1,699,45,11,44,NA,5,NA,112,17,1
"A08052304B0100","08","05",2304,"B",1,0,1,451,45,11,44,NA,5,NA,103,16,1
"A08052315B0100","08","05",2315,"B",1,0,3,723,45,11,44,NA,5,NA,102,16,1
"A08052322C0100","08","05",2322,"C",1,0,2,535,45,11,44,NA,5,NA,106,16,1
"A08052540B0100","08","05",2540,"B",1,0,3,319,55,19,44,NA,5,NA,128,20,1
"A08052621B0100","08","05",2621,"B",1,0,2,609,62,20,44,NA,5,NA,141,21,1
"A08052633B0100","08","05",2633,"B",1,0,2,618,62,20,44,NA,5,NA,137,6,1
"A08052640C0100","08","05",2640,"C",1,0,2,454,62,20,44,NA,5,NA,144,21,1
"A08060410C0100","08","06",410,"C",1,0,1,649,19,18,45,NA,6,NA,3,1,1
"A08060411C0100","08","06",411,"C",1,0,1,452,19,18,45,NA,6,NA,4,1,1
"A08060415B0100","08","06",415,"B",1,0,1,409,19,18,45,NA,6,NA,6,1,1
"A08060447B0100","08","06",447,"B",1,0,1,519,19,16,45,NA,6,NA,30,5,1
"A08060554C0100","08","06",554,"C",1,0,1,545,19,16,45,NA,6,NA,17,3,1
"A08060608B0100","08","06",608,"B",1,0,1,717,19,12,45,NA,6,NA,102,18,1
"A08060608E0502","08","06",608,"E",5,2,1,638,19,12,45,NA,6,NA,108,18,1
"A08060611C0300","08","06",611,"C",3,0,1,628,19,12,45,NA,6,NA,112,19,1
"A08060611E0102","08","06",611,"E",1,2,1,696,19,12,45,NA,6,NA,113,19,1
"A08060653C0200","08","06",653,"C",2,0,1,667,19,15,45,NA,6,NA,75,14,1
"A08060659B0100","08","06",659,"B",1,0,1,631,19,15,45,NA,6,NA,67,12,1
"A08060682B0100","08","06",682,"B",1,0,1,569,19,12,45,NA,6,NA,117,20,1
"A08060726C0200","08","06",726,"C",2,0,1,556,19,15,45,NA,6,NA,79,14,1
"A08060753C0200","08","06",753,"C",2,0,1,749,19,15,45,NA,6,NA,84,15,1
"A08060756C0100","08","06",756,"C",1,0,1,451,19,15,45,NA,6,NA,86,15,1
"A08060761C0100","08","06",761,"C",1,0,1,628,19,15,45,NA,6,NA,85,15,1
"A08060771B0100","08","06",771,"B",1,0,1,418,19,16,45,NA,6,NA,42,8,1
"A08060775B0100","08","06",775,"B",1,0,1,645,19,15,45,NA,6,NA,88,15,1
"A08060777B0100","08","06",777,"B",1,0,1,499,19,15,45,NA,6,NA,94,16,1
"A08060805C0700","08","06",805,"C",7,0,1,740,19,15,45,NA,6,NA,90,16,1
"A08060808C0100","08","06",808,"C",1,0,1,440,19,16,45,NA,6,NA,37,7,1
"A08060829C0100","08","06",829,"C",1,0,1,462,19,16,45,NA,6,NA,36,7,1
"A08060830S0100","08","06",830,"S",1,0,1,0,19,16,45,NA,6,NA,31,6,1
"A08060836B0100","08","06",836,"B",1,0,1,412,19,16,45,NA,6,NA,33,6,1
"A08062855C0100","08","06",2855,"C",1,0,1,404,19,12,45,NA,6,NA,141,23,1
"A08062888B0100","08","06",2888,"B",1,0,1,417,19,12,45,NA,6,NA,127,21,1
"A08063180B0100","08","06",3180,"B",1,0,1,608,19,15,45,NA,6,NA,110,19,1
"A08063204B0100","08","06",3204,"B",1,0,1,463,19,15,45,NA,6,NA,56,11,1
"A08063206B0100","08","06",3206,"B",1,0,1,382,19,15,45,NA,6,NA,56,11,1
"A08063209B0100","08","06",3209,"B",1,0,1,578,19,15,45,NA,6,NA,57,11,1
"A08063212B0100","08","06",3212,"B",1,0,1,611,19,15,45,NA,6,NA,57,11,1
"A08070145B0100","08","07",145,"B",1,0,3,410,9,13,46,NA,7,NA,17,2,1
"A08070276C0100","08","07",276,"C",1,0,1,684,17,14,46,NA,7,NA,22,4,1
"A08070278C0100","08","07",278,"C",1,0,1,508,17,14,46,NA,7,NA,18,4,1
"A08070284C0200","08","07",284,"C",2,0,1,713,17,14,46,NA,7,NA,25,8,1
"A08070297C1000","08","07",297,"C",10,0,1,711,17,14,46,NA,7,NA,33,4,1
"A08070312C0100","08","07",312,"C",1,0,1,469,17,14,46,NA,7,NA,39,6,1
"A08070314B0100","08","07",314,"B",1,0,1,725,17,14,46,NA,7,NA,30,8,1
"A08070327C0100","08","07",327,"C",1,0,1,608,17,14,46,NA,7,NA,44,6,1
"A08070332C0100","08","07",332,"C",1,0,1,707,17,14,46,NA,7,NA,46,6,1
"A08070349C0100","08","07",349,"C",1,0,1,435,17,14,46,NA,7,NA,52,7,1
"A08070377B0100","08","07",377,"B",1,0,3,175,17,14,46,NA,7,NA,60,7,1
"A08070393B0100","08","07",393,"B",1,0,3,335,18,13,46,NA,7,NA,67,6,1
"A08070918B0100","08","07",918,"B",1,0,3,199,20,13,46,NA,7,NA,71,9,1
"A08071064B0100","08","07",1064,"B",1,0,3,202,25,1,46,NA,7,NA,76,10,1
"A08071069B0100","08","07",1069,"B",1,0,2,458,26,21,46,NA,7,NA,80,11,1
"A08071077B0100","08","07",1077,"B",1,0,3,188,26,21,46,NA,7,NA,82,11,1
"A08071198C0100","08","07",1198,"C",1,0,1,397,31,13,46,NA,7,NA,93,13,1
"A08071235B0100","08","07",1235,"B",1,0,2,443,31,13,46,NA,7,NA,102,15,1
"A08071235C0100","08","07",1235,"C",1,0,2,443,31,13,46,NA,7,NA,102,15,1
"A08071257B0100","08","07",1257,"B",1,0,3,457,31,13,46,NA,7,NA,106,15,1
"A08072224B0100","08","07",2224,"B",1,0,1,510,40,1,46,NA,7,NA,108,16,1
"A08072225B0100","08","07",2225,"B",1,0,1,477,40,1,46,NA,7,NA,109,17,1
"A08072230B0100","08","07",2230,"B",1,0,1,401,40,1,46,NA,7,NA,111,17,1
"A08072231B0100","08","07",2231,"B",1,0,1,285,40,1,46,NA,7,NA,112,16,1
"A08072232B0100","08","07",2232,"B",1,0,1,357,40,1,46,NA,7,NA,112,16,1
"A08072237B0100","08","07",2237,"B",1,0,1,488,40,1,46,NA,7,NA,114,16,1
"A08072276B0100","08","07",2276,"B",1,0,3,328,43,13,46,NA,7,NA,122,23,1
"A08072352B0100","08","07",2352,"B",1,0,2,659,48,13,46,NA,7,NA,131,21,1
"A08072658B0100","08","07",2658,"B",1,0,3,107,63,13,46,NA,7,NA,149,23,1
"A08072686E0100","08","07",2686,"E",1,0,3,123,66,13,46,NA,7,NA,153,24,1
"A08072693B0100","08","07",2693,"B",1,0,3,186,66,13,46,NA,7,NA,156,24,1
"A08080482C0100","08","08",482,"C",1,0,1,393,19,18,47,NA,8,NA,124,20,1
"A08080490B0100","08","08",490,"B",1,0,1,685,19,18,47,NA,8,NA,123,20,1
"A08080527B0100","08","08",527,"B",1,0,1,476,19,16,47,NA,8,NA,136,19,1
"A08080537C0200","08","08",537,"C",2,0,1,623,19,18,47,NA,8,NA,23,20,1
"A08080541C0100","08","08",541,"C",1,0,1,676,19,18,47,NA,8,NA,26,18,1
"A08080544C0100","08","08",544,"C",1,0,1,529,19,16,47,NA,8,NA,129,18,1
"A08080567B0100","08","08",567,"B",1,0,1,638,19,16,47,NA,8,NA,8,9,1
"A08080591C0100","08","08",591,"C",1,0,1,518,19,16,47,NA,8,NA,35,17,1
"A08080596E0103","08","08",596,"E",1,3,1,650,19,18,47,NA,8,NA,52,15,1
"A08080597B0100","08","08",597,"B",1,0,1,383,19,18,47,NA,8,NA,43,15,1
"A08080598C0100","08","08",598,"C",1,0,1,400,19,18,47,NA,8,NA,44,16,1
"A08080600B0100","08","08",600,"B",1,0,1,643,19,18,47,NA,8,NA,41,15,1
"A08080609C0100","08","08",609,"C",1,0,1,662,19,12,47,NA,8,NA,102,1,1
"A08080630B0100","08","08",630,"B",1,0,1,692,19,17,47,NA,8,NA,92,4,1
"A08080649C0100","08","08",649,"C",1,0,1,389,19,17,47,NA,8,NA,81,4,1
"A08080672B0100","08","08",672,"B",1,0,1,570,19,17,47,NA,8,NA,82,4,1
"A08080713B0100","08","08",713,"B",1,0,1,554,19,17,47,NA,8,NA,72,5,1
"A08080717B0100","08","08",717,"B",1,0,1,630,19,17,47,NA,8,NA,69,6,1
"A08080768C0100","08","08",768,"C",1,0,1,582,19,17,47,NA,8,NA,67,6,1
"A08080848C0200","08","08",848,"C",2,0,1,738,19,17,47,NA,8,NA,14,9,1
"A08080880B0100","08","08",880,"B",1,0,1,558,19,18,47,NA,8,NA,50,14,1
"A08082887B0100","08","08",2887,"B",1,0,1,708,19,12,47,NA,8,NA,106,2,1
"A08083215C0100","08","08",3215,"C",1,0,2,673,19,17,47,NA,8,NA,117,10,1
"A08083215C0300","08","08",3215,"C",3,0,2,673,19,17,47,NA,8,NA,117,10,1
"A08083215C0500","08","08",3215,"C",5,0,2,673,19,17,47,NA,8,NA,118,10,1
"A08083217B0100","08","08",3217,"B",1,0,2,327,19,17,47,NA,8,NA,107,9,1
"A08083220B0100","08","08",3220,"B",1,0,2,473,19,17,47,NA,8,NA,107,9,1
"A08083232B0100","08","08",3232,"B",1,0,1,499,19,17,47,NA,8,NA,110,11,1
"A08083233C0100","08","08",3233,"C",1,0,1,458,19,17,47,NA,8,NA,17,11,1
"A08090102C0100","08","09",102,"C",1,0,2,631,7,22,48,NA,9,NA,9,2,1
"A08090221B0100","08","09",221,"B",1,0,2,663,12,22,48,NA,9,NA,22,4,1
"A08090226B0100","08","09",226,"B",1,0,3,192,12,22,48,NA,9,NA,23,4,1
"A08090257B0100","08","09",257,"B",1,0,3,142,14,20,48,NA,9,NA,30,5,1
"A08091120B0100","08","09",1120,"B",1,0,3,463,27,22,48,NA,9,NA,54,8,1
"A08091150B0100","08","09",1150,"B",1,0,3,661,29,22,48,NA,9,NA,71,10,1
"A08091153B0100","08","09",1153,"B",1,0,3,382,29,22,48,NA,9,NA,64,9,1
"A08091154B0100","08","09",1154,"B",1,0,3,692,29,22,48,NA,9,NA,66,9,1
"A08091266C0100","08","09",1266,"C",1,0,1,721,32,21,48,NA,9,NA,95,12,1
"A08091276B0100","08","09",1276,"B",1,0,1,440,32,21,48,NA,9,NA,96,12,1
"A08091283B0100","08","09",1283,"B",1,0,1,412,32,21,48,NA,9,NA,82,20,1
"A08091284C0100","08","09",1284,"C",1,0,1,419,32,21,48,NA,9,NA,97,12,1
"A08091289B0100","08","09",1289,"B",1,0,1,448,32,21,48,NA,9,NA,102,13,1
"A08091294B0100","08","09",1294,"B",1,0,1,428,32,21,48,NA,9,NA,88,11,1
"A08091296C0700","08","09",1296,"C",7,0,1,724,32,21,48,NA,9,NA,145,20,1
"A08091297B0100","08","09",1297,"B",1,0,1,671,32,21,48,NA,9,NA,84,20,1
"A08091297C0100","08","09",1297,"C",1,0,1,671,32,21,48,NA,9,NA,84,20,1
"A08091328B0100","08","09",1328,"B",1,0,1,475,32,21,48,NA,9,NA,105,13,1
"A08091338B0100","08","09",1338,"B",1,0,1,453,32,21,48,NA,9,NA,101,21,1
"A08092324B0100","08","09",2324,"B",1,0,3,198,46,22,48,NA,9,NA,117,15,1
"A08092550B0100","08","09",2550,"B",1,0,2,718,57,21,48,NA,9,NA,35,6,1
"A08092580B0100","08","09",2580,"B",1,0,1,224,60,21,48,NA,9,NA,121,16,1
"A08092608B0100","08","09",2608,"B",1,0,3,475,61,21,48,NA,9,NA,132,17,1
"A08092609B0100","08","09",2609,"B",1,0,3,207,61,21,48,NA,9,NA,131,17,1
"A08092676C0100","08","09",2676,"C",1,0,3,535,65,22,48,NA,9,NA,137,18,1
"A09010822B0100","09","01",822,"B",1,0,1,726,5,1,49,NA,1,NA,2,1,4
"A09010852C0600","09","01",852,"C",6,0,1,691,5,1,49,NA,1,NA,25,4,4
"A09010854C0200","09","01",854,"C",2,0,1,548,5,1,49,NA,1,NA,30,4,4
"A09010857C0100","09","01",857,"C",1,0,1,503,5,1,49,NA,1,NA,20,5,4
"A09010865C0700","09","01",865,"C",7,0,1,678,5,1,49,NA,1,NA,29,8,4
"A09010882B0100","09","01",882,"B",1,0,1,530,5,1,49,NA,1,NA,39,6,4
"A09010885B0100","09","01",885,"B",1,0,1,637,5,1,49,NA,1,NA,43,9,4
"A09010891C0200","09","01",891,"C",2,0,1,565,5,1,49,NA,1,NA,52,10,4
"A09010893C0200","09","01",893,"C",2,0,1,582,5,1,49,NA,1,NA,47,7,4
"A09010909C0200","09","01",909,"C",2,0,1,722,5,1,49,NA,1,NA,62,10,4
"A09010915C0200","09","01",915,"C",2,0,1,504,5,1,49,NA,1,NA,60,11,4
"A09010916B0100","09","01",916,"B",1,0,1,696,5,1,49,NA,1,NA,58,10,4
"A09010918B0100","09","01",918,"B",1,0,1,528,5,1,49,NA,1,NA,59,11,4
"A09010930B0100","09","01",930,"B",1,0,1,510,5,1,49,NA,1,NA,67,12,4
"A09010932C0100","09","01",932,"C",1,0,1,539,5,1,49,NA,1,NA,74,13,4
"A09010933C0100","09","01",933,"C",1,0,1,721,5,1,49,NA,1,NA,75,13,4
"A09010939B0100","09","01",939,"B",1,0,1,513,5,1,49,NA,1,NA,83,14,4
"A09010954C0100","09","01",954,"C",1,0,1,565,5,1,49,NA,1,NA,81,14,4
"A09010964B0100","09","01",964,"B",1,0,1,743,5,2,50,NA,2,NA,93,16,4
"A09010980B0100","09","01",980,"B",1,0,1,439,5,2,50,NA,2,NA,92,16,4
"A09010987C0200","09","01",987,"C",2,0,1,670,5,2,50,NA,2,NA,97,17,4
"A09011009C0100","09","01",1009,"C",1,0,1,565,5,2,50,NA,2,NA,100,17,4
"A09011010C0100","09","01",1010,"C",1,0,1,421,5,2,50,NA,2,NA,114,18,4
"A09011012B0100","09","01",1012,"B",1,0,1,608,5,2,50,NA,2,NA,118,18,4
"A09011014B0100","09","01",1014,"B",1,0,1,697,5,2,50,NA,2,NA,113,18,4
"A09011075B0100","09","01",1075,"B",1,0,1,536,5,2,50,NA,2,NA,93,16,4
"A09021039C0100","09","02",1039,"C",1,0,1,707,5,2,50,NA,2,NA,3,1,4
