CLAVE_CASILLA,ID_ESTADO,NOMBRE_ESTADO,ID_DISTRITO_FEDERAL,SECCION,TIPO_CASILLA,ID_CASILLA,EXT_CONTIGUA,CONSECUTIVO_MUESTRA,NUMERO_ARE,NUMERO_ZORE,CLAVE_CAE_F,CLAVE_VOE,CLAVE_DEOE,TIPO_SECCION,LISTA_NOMINAL,ID_MUNICIPIO,ID_DIST_LOC,ID_ESTRATO,ESTRATO
080008C0100,8,CHIHUAHUA,2,8,C,1,0,,,,,,,U,1839,1,11,,
080008B0100,8,CHIHUAHUA,2,8,B,1,0,,,,,,,U,1839,1,11,,
080060B0100,8,CHIHUAHUA,2,60,B,1,0,,,,,,,U,1775,5,1,,
080060C0100,8,CHIHUAHUA,2,60,C,1,0,,,,,,,U,1774,5,1,,
080063C0100,8,CHIHUAHUA,2,63,C,1,0,,,,,,,U,1975,5,1,,
080063B0100,8,CHIHUAHUA,2,63,B,1,0,,,,,,,U,1975,5,1,,
080070C0100,8,CHIHUAHUA,2,70,C,1,0,,,,,,,U,1916,5,1,,
080070B0100,8,CHIHUAHUA,2,70,B,1,0,,,,,,,U,1916,5,1,,
080072C0100,8,CHIHUAHUA,2,72,C,1,0,,,,,,,U,1701,5,1,,
080072B0100,8,CHIHUAHUA,2,72,B,1,0,,,,,,,U,1702,5,1,,
080079C0200,8,CHIHUAHUA,2,79,C,2,0,,,,,,,R,1325,5,1,,
080079C0100,8,CHIHUAHUA,2,79,C,1,0,,,,,,,R,1325,5,1,,
080079B0100,8,CHIHUAHUA,2,79,B,1,0,,,,,,,R,1326,5,1,,
080153C0300,8,CHIHUAHUA,2,153,C,3,0,,,,,,,U,1752,10,11,,
080153C0400,8,CHIHUAHUA,2,153,C,4,0,,,,,,,U,1751,10,11,,
080153C0200,8,CHIHUAHUA,2,153,C,2,0,,,,,,,U,1752,10,11,,
080153B0100,8,CHIHUAHUA,2,153,B,1,0,,,,,,,U,1752,10,11,,
080153C0100,8,CHIHUAHUA,2,153,C,1,0,,,,,,,U,1752,10,11,,
080157C0100,8,CHIHUAHUA,2,157,C,1,0,,,,,,,U,1887,10,11,,
080157B0100,8,CHIHUAHUA,2,157,B,1,0,,,,,,,U,1887,10,11,,
080157C0200,8,CHIHUAHUA,2,157,C,2,0,,,,,,,U,1887,10,11,,
080157C0300,8,CHIHUAHUA,2,157,C,3,0,,,,,,,U,1886,10,11,,
080164B0100,8,CHIHUAHUA,2,164,B,1,0,,,,,,,U,1481,10,11,,
080164C0100,8,CHIHUAHUA,2,164,C,1,0,,,,,,,U,1480,10,11,,
080240C0100,8,CHIHUAHUA,2,240,C,1,0,,,,,,,M,2024,13,1,,
080240C0200,8,CHIHUAHUA,2,240,C,2,0,,,,,,,M,2023,13,1,,
080240B0100,8,CHIHUAHUA,2,240,B,1,0,,,,,,,M,2024,13,1,,
080241B0100,8,CHIHUAHUA,2,241,B,1,0,,,,,,,U,1658,13,1,,
080241C0100,8,CHIHUAHUA,2,241,C,1,0,,,,,,,U,1657,13,1,,
080251B0100,8,CHIHUAHUA,2,251,B,1,0,,,,,,,R,993,13,1,,
080251C0100,8,CHIHUAHUA,2,251,C,1,0,,,,,,,R,993,13,1,,
081045C0200,8,CHIHUAHUA,2,1045,C,2,0,,,,,,,R,1650,23,1,,
081045C0100,8,CHIHUAHUA,2,1045,C,1,0,,,,,,,R,1650,23,1,,
081045B0100,8,CHIHUAHUA,2,1045,B,1,0,,,,,,,R,1650,23,1,,
081126C0100,8,CHIHUAHUA,2,1126,C,1,0,,,,,,,U,1466,28,11,,
081126C0200,8,CHIHUAHUA,2,1126,C,2,0,,,,,,,U,1466,28,11,,
081126B0100,8,CHIHUAHUA,2,1126,B,1,0,,,,,,,U,1467,28,11,,
081359B0100,8,CHIHUAHUA,2,1359,B,1,0,,,,,,,U,1790,34,1,,
081359C0200,8,CHIHUAHUA,2,1359,C,2,0,,,,,,,U,1790,34,1,,
081359C0100,8,CHIHUAHUA,2,1359,C,1,0,,,,,,,U,1790,34,1,,
081377B0100,8,CHIHUAHUA,2,1377,B,1,0,,,,,,,M,1750,35,1,,
081377C0100,8,CHIHUAHUA,2,1377,C,1,0,,,,,,,M,1749,35,1,,
081379C0200,8,CHIHUAHUA,2,1379,C,2,0,,,,,,,R,1497,35,1,,
081379B0100,8,CHIHUAHUA,2,1379,B,1,0,,,,,,,R,1498,35,1,,
081379C0100,8,CHIHUAHUA,2,1379,C,1,0,,,,,,,R,1498,35,1,,
081827B0100,8,CHIHUAHUA,2,1827,B,1,0,,,,,,,U,1731,37,8,,
081827C0100,8,CHIHUAHUA,2,1827,C,1,0,,,,,,,U,1731,37,8,,
081827C0200,8,CHIHUAHUA,2,1827,C,2,0,,,,,,,U,1730,37,8,,
081827C0300,8,CHIHUAHUA,2,1827,C,3,0,,,,,,,U,1730,37,8,,
081858B0100,8,CHIHUAHUA,2,1858,B,1,0,,,,,,,U,1665,37,8,,
081858C0100,8,CHIHUAHUA,2,1858,C,1,0,,,,,,,U,1665,37,8,,
081860B0100,8,CHIHUAHUA,2,1860,B,1,0,,,,,,,U,1686,37,8,,
081860C0100,8,CHIHUAHUA,2,1860,C,1,0,,,,,,,U,1685,37,8,,
081860C0200,8,CHIHUAHUA,2,1860,C,2,0,,,,,,,U,1685,37,8,,
081865C0100,8,CHIHUAHUA,2,1865,C,1,0,,,,,,,U,1366,37,8,,
081865C0200,8,CHIHUAHUA,2,1865,C,2,0,,,,,,,U,1366,37,8,,
081865B0100,8,CHIHUAHUA,2,1865,B,1,0,,,,,,,U,1367,37,8,,
081871B0100,8,CHIHUAHUA,2,1871,B,1,0,,,,,,,U,1116,37,8,,
081871C0100,8,CHIHUAHUA,2,1871,C,1,0,,,,,,,U,1115,37,8,,
081885B0100,8,CHIHUAHUA,2,1885,B,1,0,,,,,,,U,1647,37,8,,
081885C0200,8,CHIHUAHUA,2,1885,C,2,0,,,,,,,U,1647,37,8,,
081885C0300,8,CHIHUAHUA,2,1885,C,3,0,,,,,,,U,1647,37,8,,
081885C0100,8,CHIHUAHUA,2,1885,C,1,0,,,,,,,U,1647,37,8,,
081885C0400,8,CHIHUAHUA,2,1885,C,4,0,,,,,,,U,1647,37,8,,
081888C0100,8,CHIHUAHUA,2,1888,C,1,0,,,,,,,U,1354,37,8,,
081888C0200,8,CHIHUAHUA,2,1888,C,2,0,,,,,,,U,1353,37,8,,
081888B0100,8,CHIHUAHUA,2,1888,B,1,0,,,,,,,U,1354,37,8,,
081889C0100,8,CHIHUAHUA,2,1889,C,1,0,,,,,,,U,1810,37,8,,
081889C0200,8,CHIHUAHUA,2,1889,C,2,0,,,,,,,U,1810,37,8,,
081889B0100,8,CHIHUAHUA,2,1889,B,1,0,,,,,,,U,1811,37,8,,
081916C0100,8,CHIHUAHUA,2,1916,C,1,0,,,,,,,U,1827,37,8,,
081916B0100,8,CHIHUAHUA,2,1916,B,1,0,,,,,,,U,1827,37,8,,
081916C0300,8,CHIHUAHUA,2,1916,C,3,0,,,,,,,U,1827,37,8,,
081916C0200,8,CHIHUAHUA,2,1916,C,2,0,,,,,,,U,1827,37,8,,
081916C0400,8,CHIHUAHUA,2,1916,C,4,0,,,,,,,U,1826,37,8,,
081916C0500,8,CHIHUAHUA,2,1916,C,5,0,,,,,,,U,1826,37,8,,
081916C0600,8,CHIHUAHUA,2,1916,C,6,0,,,,,,,U,1826,37,8,,
081933C0100,8,CHIHUAHUA,2,1933,C,1,0,,,,,,,U,1944,37,8,,
081933S0100,8,CHIHUAHUA,2,1933,S,1,0,,,,,,,U,0,37,8,,
081933B0100,8,CHIHUAHUA,2,1933,B,1,0,,,,,,,U,1944,37,8,,
081936B0100,8,CHIHUAHUA,2,1936,B,1,0,,,,,,,U,1612,37,8,,
081936C0100,8,CHIHUAHUA,2,1936,C,1,0,,,,,,,U,1611,37,8,,
081939B0100,8,CHIHUAHUA,2,1939,B,1,0,,,,,,,U,1668,37,8,,
081939C0100,8,CHIHUAHUA,2,1939,C,1,0,,,,,,,U,1668,37,8,,
081940C0100,8,CHIHUAHUA,2,1940,C,1,0,,,,,,,U,1327,37,8,,
081940C0200,8,CHIHUAHUA,2,1940,C,2,0,,,,,,,U,1327,37,8,,
081940B0100,8,CHIHUAHUA,2,1940,B,1,0,,,,,,,U,1327,37,8,,
081942B0100,8,CHIHUAHUA,2,1942,B,1,0,,,,,,,R,1339,37,10,,
081942C0100,8,CHIHUAHUA,2,1942,C,1,0,,,,,,,R,1338,37,10,,
081942C0200,8,CHIHUAHUA,2,1942,C,2,0,,,,,,,R,1338,37,10,,
081945C0400,8,CHIHUAHUA,2,1945,C,4,0,,,,,,,M,1847,37,10,,
081945C0300,8,CHIHUAHUA,2,1945,C,3,0,,,,,,,M,1847,37,10,,
081945C0200,8,CHIHUAHUA,2,1945,C,2,0,,,,,,,M,1847,37,10,,
081945C0100,8,CHIHUAHUA,2,1945,C,1,0,,,,,,,M,1848,37,10,,
081945B0100,8,CHIHUAHUA,2,1945,B,1,0,,,,,,,M,1848,37,10,,
082396C0100,8,CHIHUAHUA,2,2396,C,1,0,,,,,,,U,1897,50,1,,
082396B0100,8,CHIHUAHUA,2,2396,B,1,0,,,,,,,U,1898,50,1,,
082398B0100,8,CHIHUAHUA,2,2398,B,1,0,,,,,,,U,1967,50,1,,
082398C0100,8,CHIHUAHUA,2,2398,C,1,0,,,,,,,U,1967,50,1,,
082407C0100,8,CHIHUAHUA,2,2407,C,1,0,,,,,,,U,1896,50,1,,
082407C0200,8,CHIHUAHUA,2,2407,C,2,0,,,,,,,U,1896,50,1,,
082407B0100,8,CHIHUAHUA,2,2407,B,1,0,,,,,,,U,1896,50,1,,
082414C0100,8,CHIHUAHUA,2,2414,C,1,0,,,,,,,U,1406,50,1,,
082414B0100,8,CHIHUAHUA,2,2414,B,1,0,,,,,,,U,1407,50,1,,
082414C0200,8,CHIHUAHUA,2,2414,C,2,0,,,,,,,U,1406,50,1,,
082416C0100,8,CHIHUAHUA,2,2416,C,1,0,,,,,,,U,1533,50,1,,
082416B0100,8,CHIHUAHUA,2,2416,B,1,0,,,,,,,U,1534,50,1,,
082419B0100,8,CHIHUAHUA,2,2419,B,1,0,,,,,,,U,1891,50,1,,
082419C0100,8,CHIHUAHUA,2,2419,C,1,0,,,,,,,U,1891,50,1,,
082430C0100,8,CHIHUAHUA,2,2430,C,1,0,,,,,,,U,1582,50,1,,
082430B0100,8,CHIHUAHUA,2,2430,B,1,0,,,,,,,U,1583,50,1,,
082430C0200,8,CHIHUAHUA,2,2430,C,2,0,,,,,,,U,1582,50,1,,
082431B0100,8,CHIHUAHUA,2,2431,B,1,0,,,,,,,U,1664,50,1,,
082431C0100,8,CHIHUAHUA,2,2431,C,1,0,,,,,,,U,1663,50,1,,
082438B0100,8,CHIHUAHUA,2,2438,B,1,0,,,,,,,U,1898,50,1,,
082438C0100,8,CHIHUAHUA,2,2438,C,1,0,,,,,,,U,1898,50,1,,
082440B0100,8,CHIHUAHUA,2,2440,B,1,0,,,,,,,U,1400,50,1,,
082440C0100,8,CHIHUAHUA,2,2440,C,1,0,,,,,,,U,1400,50,1,,
082440C0200,8,CHIHUAHUA,2,2440,C,2,0,,,,,,,U,1400,50,1,,
082446C0100,8,CHIHUAHUA,2,2446,C,1,0,,,,,,,U,1835,50,1,,
082446C0200,8,CHIHUAHUA,2,2446,C,2,0,,,,,,,U,1835,50,1,,
082446B0100,8,CHIHUAHUA,2,2446,B,1,0,,,,,,,U,1835,50,1,,
082450C0200,8,CHIHUAHUA,2,2450,C,2,0,,,,,,,U,1432,50,1,,
082450B0100,8,CHIHUAHUA,2,2450,B,1,0,,,,,,,U,1433,50,1,,
082450C0100,8,CHIHUAHUA,2,2450,C,1,0,,,,,,,U,1433,50,1,,
082511C0200,8,CHIHUAHUA,2,2511,C,2,0,,,,,,,M,1774,53,11,,
082511B0100,8,CHIHUAHUA,2,2511,B,1,0,,,,,,,M,1775,53,11,,
082511C0100,8,CHIHUAHUA,2,2511,C,1,0,,,,,,,M,1774,53,11,,
082731C0100,8,CHIHUAHUA,2,2731,C,1,0,,,,,,,U,1628,37,8,,
082731C0200,8,CHIHUAHUA,2,2731,C,2,0,,,,,,,U,1628,37,8,,
082731B0100,8,CHIHUAHUA,2,2731,B,1,0,,,,,,,U,1628,37,8,,
082906B0100,8,CHIHUAHUA,2,2906,B,1,0,,,,,,,U,1792,37,8,,
082906C0100,8,CHIHUAHUA,2,2906,C,1,0,,,,,,,U,1792,37,8,,
082912B0100,8,CHIHUAHUA,2,2912,B,1,0,,,,,,,U,1501,37,8,,
082912C0100,8,CHIHUAHUA,2,2912,C,1,0,,,,,,,U,1501,37,8,,
082912C0200,8,CHIHUAHUA,2,2912,C,2,0,,,,,,,U,1501,37,8,,
082916B0100,8,CHIHUAHUA,2,2916,B,1,0,,,,,,,U,1917,37,8,,
082916C0100,8,CHIHUAHUA,2,2916,C,1,0,,,,,,,U,1916,37,8,,
082918C0200,8,CHIHUAHUA,2,2918,C,2,0,,,,,,,U,1745,37,8,,
082918C0100,8,CHIHUAHUA,2,2918,C,1,0,,,,,,,U,1746,37,8,,
082918B0100,8,CHIHUAHUA,2,2918,B,1,0,,,,,,,U,1746,37,8,,
082924B0100,8,CHIHUAHUA,2,2924,B,1,0,,,,,,,U,1553,37,8,,
082924C0100,8,CHIHUAHUA,2,2924,C,1,0,,,,,,,U,1552,37,8,,
082928C0100,8,CHIHUAHUA,2,2928,C,1,0,,,,,,,U,1862,37,8,,
082928B0100,8,CHIHUAHUA,2,2928,B,1,0,,,,,,,U,1862,37,8,,
082928C0200,8,CHIHUAHUA,2,2928,C,2,0,,,,,,,U,1862,37,8,,
082929C0100,8,CHIHUAHUA,2,2929,C,1,0,,,,,,,U,1390,37,8,,
082929C0200,8,CHIHUAHUA,2,2929,C,2,0,,,,,,,U,1390,37,8,,
082929B0100,8,CHIHUAHUA,2,2929,B,1,0,,,,,,,U,1391,37,8,,
082930C0100,8,CHIHUAHUA,2,2930,C,1,0,,,,,,,U,1793,37,8,,
082930C0200,8,CHIHUAHUA,2,2930,C,2,0,,,,,,,U,1792,37,8,,
082930C0300,8,CHIHUAHUA,2,2930,C,3,0,,,,,,,U,1792,37,8,,
082930B0100,8,CHIHUAHUA,2,2930,B,1,0,,,,,,,U,1793,37,8,,
083053C0300,8,CHIHUAHUA,2,3053,C,3,0,,,,,,,U,1881,37,10,,
083053B0100,8,CHIHUAHUA,2,3053,B,1,0,,,,,,,U,1881,37,10,,
083053C0200,8,CHIHUAHUA,2,3053,C,2,0,,,,,,,U,1881,37,10,,
083053C0100,8,CHIHUAHUA,2,3053,C,1,0,,,,,,,U,1881,37,10,,
083087C0200,8,CHIHUAHUA,2,3087,C,2,0,,,,,,,U,1762,37,10,,
083087C0300,8,CHIHUAHUA,2,3087,C,3,0,,,,,,,U,1761,37,10,,
083087C0400,8,CHIHUAHUA,2,3087,C,4,0,,,,,,,U,1761,37,10,,
083087C0500,8,CHIHUAHUA,2,3087,C,5,0,,,,,,,U,1761,37,10,,
083087B0100,8,CHIHUAHUA,2,3087,B,1,0,,,,,,,U,1762,37,10,,
083087C0100,8,CHIHUAHUA,2,3087,C,1,0,,,,,,,U,1762,37,10,,
083130B0100,8,CHIHUAHUA,2,3130,B,1,0,,,,,,,U,1845,37,10,,
083130C0500,8,CHIHUAHUA,2,3130,C,5,0,,,,,,,U,1844,37,10,,
083130C0100,8,CHIHUAHUA,2,3130,C,1,0,,,,,,,U,1845,37,10,,
083130C0300,8,CHIHUAHUA,2,3130,C,3,0,,,,,,,U,1845,37,10,,
083130C0400,8,CHIHUAHUA,2,3130,C,4,0,,,,,,,U,1845,37,10,,
083130C0200,8,CHIHUAHUA,2,3130,C,2,0,,,,,,,U,1845,37,10,,
083144C0100,8,CHIHUAHUA,2,3144,C,1,0,,,,,,,U,1709,37,10,,
083144C0200,8,CHIHUAHUA,2,3144,C,2,0,,,,,,,U,1709,37,10,,
083144B0100,8,CHIHUAHUA,2,3144,B,1,0,,,,,,,U,1709,37,10,,
083153B0100,8,CHIHUAHUA,2,3153,B,1,0,,,,,,,U,2029,37,10,,
083153C0100,8,CHIHUAHUA,2,3153,C,1,0,,,,,,,U,2029,37,10,,
083155C0100,8,CHIHUAHUA,2,3155,C,1,0,,,,,,,U,1513,37,10,,
083155B0100,8,CHIHUAHUA,2,3155,B,1,0,,,,,,,U,1513,37,10,,
083161B0100,8,CHIHUAHUA,2,3161,B,1,0,,,,,,,U,2046,37,10,,
083161C0100,8,CHIHUAHUA,2,3161,C,1,0,,,,,,,U,2045,37,10,,
083167B0100,8,CHIHUAHUA,2,3167,B,1,0,,,,,,,U,1689,37,10,,
083167C0100,8,CHIHUAHUA,2,3167,C,1,0,,,,,,,U,1689,37,10,,
083176B0100,8,CHIHUAHUA,2,3176,B,1,0,,,,,,,U,1745,37,10,,
083176C0100,8,CHIHUAHUA,2,3176,C,1,0,,,,,,,U,1744,37,10,,
081424C0200,8,CHIHUAHUA,3,1424,C,2,0,,,,,,,M,1887,37,2,,
081424B0100,8,CHIHUAHUA,3,1424,B,1,0,,,,,,,M,1888,37,2,,
081424C0100,8,CHIHUAHUA,3,1424,C,1,0,,,,,,,M,1887,37,2,,
081425C0200,8,CHIHUAHUA,3,1425,C,2,0,,,,,,,U,1323,37,2,,
081425C0100,8,CHIHUAHUA,3,1425,C,1,0,,,,,,,U,1323,37,2,,
081425B0100,8,CHIHUAHUA,3,1425,B,1,0,,,,,,,U,1324,37,2,,
081428B0100,8,CHIHUAHUA,3,1428,B,1,0,,,,,,,U,1361,37,2,,
081428C0100,8,CHIHUAHUA,3,1428,C,1,0,,,,,,,U,1360,37,2,,
081430C0100,8,CHIHUAHUA,3,1430,C,1,0,,,,,,,U,1415,37,2,,
081430B0100,8,CHIHUAHUA,3,1430,B,1,0,,,,,,,U,1415,37,2,,
081430C0200,8,CHIHUAHUA,3,1430,C,2,0,,,,,,,U,1415,37,2,,
081433C0100,8,CHIHUAHUA,3,1433,C,1,0,,,,,,,U,1258,37,2,,
081433B0100,8,CHIHUAHUA,3,1433,B,1,0,,,,,,,U,1259,37,2,,
081435B0100,8,CHIHUAHUA,3,1435,B,1,0,,,,,,,U,1849,37,3,,
081435C0100,8,CHIHUAHUA,3,1435,C,1,0,,,,,,,U,1848,37,3,,
081437B0100,8,CHIHUAHUA,3,1437,B,1,0,,,,,,,U,1506,37,3,,
081437C0200,8,CHIHUAHUA,3,1437,C,2,0,,,,,,,U,1505,37,3,,
081437C0100,8,CHIHUAHUA,3,1437,C,1,0,,,,,,,U,1506,37,3,,
081458C0100,8,CHIHUAHUA,3,1458,C,1,0,,,,,,,U,1781,37,3,,
081458B0100,8,CHIHUAHUA,3,1458,B,1,0,,,,,,,U,1782,37,3,,
081458C0200,8,CHIHUAHUA,3,1458,C,2,0,,,,,,,U,1781,37,3,,
081469C0100,8,CHIHUAHUA,3,1469,C,1,0,,,,,,,U,1855,37,2,,
081469B0100,8,CHIHUAHUA,3,1469,B,1,0,,,,,,,U,1855,37,2,,
081472B0100,8,CHIHUAHUA,3,1472,B,1,0,,,,,,,U,1077,37,3,,
081472C0100,8,CHIHUAHUA,3,1472,C,1,0,,,,,,,U,1076,37,3,,
081484B0100,8,CHIHUAHUA,3,1484,B,1,0,,,,,,,U,1963,37,3,,
081484C0100,8,CHIHUAHUA,3,1484,C,1,0,,,,,,,U,1963,37,3,,
081503C0200,8,CHIHUAHUA,3,1503,C,2,0,,,,,,,U,1642,37,3,,
081503C0100,8,CHIHUAHUA,3,1503,C,1,0,,,,,,,U,1643,37,3,,
081503C0300,8,CHIHUAHUA,3,1503,C,3,0,,,,,,,U,1642,37,3,,
081503C0400,8,CHIHUAHUA,3,1503,C,4,0,,,,,,,U,1642,37,3,,
081503B0100,8,CHIHUAHUA,3,1503,B,1,0,,,,,,,U,1643,37,3,,
081504C0200,8,CHIHUAHUA,3,1504,C,2,0,,,,,,,U,1437,37,3,,
081504C0100,8,CHIHUAHUA,3,1504,C,1,0,,,,,,,U,1437,37,3,,
081504B0100,8,CHIHUAHUA,3,1504,B,1,0,,,,,,,U,1438,37,3,,
081507B0100,8,CHIHUAHUA,3,1507,B,1,0,,,,,,,U,1936,37,3,,
081507C0100,8,CHIHUAHUA,3,1507,C,1,0,,,,,,,U,1935,37,3,,
081509B0100,8,CHIHUAHUA,3,1509,B,1,0,,,,,,,U,1480,37,3,,
081509C0100,8,CHIHUAHUA,3,1509,C,1,0,,,,,,,U,1479,37,3,,
081509C0200,8,CHIHUAHUA,3,1509,C,2,0,,,,,,,U,1479,37,3,,
081510B0100,8,CHIHUAHUA,3,1510,B,1,0,,,,,,,U,1942,37,3,,
081510C0100,8,CHIHUAHUA,3,1510,C,1,0,,,,,,,U,1941,37,3,,
081538C0100,8,CHIHUAHUA,3,1538,C,1,0,,,,,,,U,1781,37,3,,
081538B0100,8,CHIHUAHUA,3,1538,B,1,0,,,,,,,U,1782,37,3,,
081542B0100,8,CHIHUAHUA,3,1542,B,1,0,,,,,,,U,1953,37,3,,
081542C0100,8,CHIHUAHUA,3,1542,C,1,0,,,,,,,U,1953,37,3,,
081546B0100,8,CHIHUAHUA,3,1546,B,1,0,,,,,,,U,1788,37,3,,
081546C0100,8,CHIHUAHUA,3,1546,C,1,0,,,,,,,U,1787,37,3,,
081547C0100,8,CHIHUAHUA,3,1547,C,1,0,,,,,,,U,1655,37,3,,
081547B0100,8,CHIHUAHUA,3,1547,B,1,0,,,,,,,U,1656,37,3,,
081556B0100,8,CHIHUAHUA,3,1556,B,1,0,,,,,,,U,1935,37,3,,
081556C0100,8,CHIHUAHUA,3,1556,C,1,0,,,,,,,U,1935,37,3,,
081557B0100,8,CHIHUAHUA,3,1557,B,1,0,,,,,,,U,1954,37,3,,
081557C0100,8,CHIHUAHUA,3,1557,C,1,0,,,,,,,U,1953,37,3,,
081559C0100,8,CHIHUAHUA,3,1559,C,1,0,,,,,,,U,1743,37,3,,
081559B0100,8,CHIHUAHUA,3,1559,B,1,0,,,,,,,U,1743,37,3,,
081560C0100,8,CHIHUAHUA,3,1560,C,1,0,,,,,,,U,1821,37,3,,
081560S0100,8,CHIHUAHUA,3,1560,S,1,0,,,,,,,U,0,37,3,,
081560B0100,8,CHIHUAHUA,3,1560,B,1,0,,,,,,,U,1821,37,3,,
081562C0100,8,CHIHUAHUA,3,1562,C,1,0,,,,,,,M,1543,37,2,,
081562B0100,8,CHIHUAHUA,3,1562,B,1,0,,,,,,,M,1543,37,2,,
081562C0200,8,CHIHUAHUA,3,1562,C,2,0,,,,,,,M,1542,37,2,,
081563C0200,8,CHIHUAHUA,3,1563,C,2,0,,,,,,,U,1452,37,2,,
081563C0100,8,CHIHUAHUA,3,1563,C,1,0,,,,,,,U,1453,37,2,,
081563B0100,8,CHIHUAHUA,3,1563,B,1,0,,,,,,,U,1453,37,2,,
081564B0100,8,CHIHUAHUA,3,1564,B,1,0,,,,,,,U,1715,37,2,,
081564C0100,8,CHIHUAHUA,3,1564,C,1,0,,,,,,,U,1715,37,2,,
081564C0200,8,CHIHUAHUA,3,1564,C,2,0,,,,,,,U,1715,37,2,,
081821C0100,8,CHIHUAHUA,3,1821,C,1,0,,,,,,,U,1818,37,6,,
081821B0100,8,CHIHUAHUA,3,1821,B,1,0,,,,,,,U,1819,37,6,,
081838C0200,8,CHIHUAHUA,3,1838,C,2,0,,,,,,,U,1553,37,6,,
081838B0100,8,CHIHUAHUA,3,1838,B,1,0,,,,,,,U,1554,37,6,,
081838C0100,8,CHIHUAHUA,3,1838,C,1,0,,,,,,,U,1553,37,6,,
081851C0200,8,CHIHUAHUA,3,1851,C,2,0,,,,,,,U,1525,37,7,,
081851B0100,8,CHIHUAHUA,3,1851,B,1,0,,,,,,,U,1525,37,7,,
081851C0100,8,CHIHUAHUA,3,1851,C,1,0,,,,,,,U,1525,37,7,,
081914C0100,8,CHIHUAHUA,3,1914,C,1,0,,,,,,,U,1945,37,2,,
081914B0100,8,CHIHUAHUA,3,1914,B,1,0,,,,,,,U,1945,37,2,,
081914C0200,8,CHIHUAHUA,3,1914,C,2,0,,,,,,,U,1945,37,2,,
081953B0100,8,CHIHUAHUA,3,1953,B,1,0,,,,,,,U,1504,37,3,,
081953C0100,8,CHIHUAHUA,3,1953,C,1,0,,,,,,,U,1504,37,3,,
081956C0100,8,CHIHUAHUA,3,1956,C,1,0,,,,,,,U,1784,37,3,,
081956C0300,8,CHIHUAHUA,3,1956,C,3,0,,,,,,,U,1784,37,3,,
081956C0200,8,CHIHUAHUA,3,1956,C,2,0,,,,,,,U,1784,37,3,,
081956B0100,8,CHIHUAHUA,3,1956,B,1,0,,,,,,,U,1784,37,3,,
081978C0100,8,CHIHUAHUA,3,1978,C,1,0,,,,,,,U,1944,37,3,,
081978B0100,8,CHIHUAHUA,3,1978,B,1,0,,,,,,,U,1945,37,3,,
082003C0100,8,CHIHUAHUA,3,2003,C,1,0,,,,,,,U,1590,37,3,,
082003B0100,8,CHIHUAHUA,3,2003,B,1,0,,,,,,,U,1590,37,3,,
082008C0100,8,CHIHUAHUA,3,2008,C,1,0,,,,,,,U,1639,37,3,,
082008C0200,8,CHIHUAHUA,3,2008,C,2,0,,,,,,,U,1639,37,3,,
082008B0100,8,CHIHUAHUA,3,2008,B,1,0,,,,,,,U,1639,37,3,,
082017C0200,8,CHIHUAHUA,3,2017,C,2,0,,,,,,,U,1542,37,3,,
082017C0100,8,CHIHUAHUA,3,2017,C,1,0,,,,,,,U,1542,37,3,,
082017B0100,8,CHIHUAHUA,3,2017,B,1,0,,,,,,,U,1543,37,3,,
082038B0100,8,CHIHUAHUA,3,2038,B,1,0,,,,,,,U,1370,37,4,,
082038C0200,8,CHIHUAHUA,3,2038,C,2,0,,,,,,,U,1370,37,4,,
082038C0100,8,CHIHUAHUA,3,2038,C,1,0,,,,,,,U,1370,37,4,,
082041B0100,8,CHIHUAHUA,3,2041,B,1,0,,,,,,,U,1829,37,4,,
082041C0100,8,CHIHUAHUA,3,2041,C,1,0,,,,,,,U,1829,37,4,,
082041C0200,8,CHIHUAHUA,3,2041,C,2,0,,,,,,,U,1828,37,4,,
082048B0100,8,CHIHUAHUA,3,2048,B,1,0,,,,,,,U,1884,37,3,,
082048C0100,8,CHIHUAHUA,3,2048,C,1,0,,,,,,,U,1884,37,3,,
082052B0100,8,CHIHUAHUA,3,2052,B,1,0,,,,,,,U,1377,37,3,,
082052C0100,8,CHIHUAHUA,3,2052,C,1,0,,,,,,,U,1376,37,3,,
082052C0200,8,CHIHUAHUA,3,2052,C,2,0,,,,,,,U,1376,37,3,,
082054C0100,8,CHIHUAHUA,3,2054,C,1,0,,,,,,,U,1256,37,3,,
082054B0100,8,CHIHUAHUA,3,2054,B,1,0,,,,,,,U,1256,37,3,,
082055B0100,8,CHIHUAHUA,3,2055,B,1,0,,,,,,,U,1501,37,3,,
082055C0100,8,CHIHUAHUA,3,2055,C,1,0,,,,,,,U,1501,37,3,,
082056B0100,8,CHIHUAHUA,3,2056,B,1,0,,,,,,,U,1812,37,3,,
082056C0100,8,CHIHUAHUA,3,2056,C,1,0,,,,,,,U,1812,37,3,,
082057C0100,8,CHIHUAHUA,3,2057,C,1,0,,,,,,,U,1412,37,3,,
082057B0100,8,CHIHUAHUA,3,2057,B,1,0,,,,,,,U,1412,37,3,,
082057C0200,8,CHIHUAHUA,3,2057,C,2,0,,,,,,,U,1412,37,3,,
082060B0100,8,CHIHUAHUA,3,2060,B,1,0,,,,,,,U,1825,37,3,,
082060C0100,8,CHIHUAHUA,3,2060,C,1,0,,,,,,,U,1825,37,3,,
082065C0100,8,CHIHUAHUA,3,2065,C,1,0,,,,,,,U,1944,37,4,,
