CLAVE_CASILLA,ID_ESTADO,NOMBRE_ESTADO,ID_DISTRITO_FEDERAL,SECCION,TIPO_CASILLA,ID_CASILLA,EXT_CONTIGUA,CONSECUTIVO_MUESTRA,NUMERO_ARE,NUMERO_ZORE,CLAVE_CAE_F,CLAVE_VOE,CLAVE_DEOE,TIPO_SECCION,LISTA_NOMINAL,ID_MUNICIPIO,ID_DIST_LOC,ID_ESTRATO,ESTRATO
010338B0100,1,AGUASCALIENTES,1,338,B,1,0,,,,,,,M,1824,2,2,,
010338C0100,1,AGUASCALIENTES,1,338,C,1,0,,,,,,,M,1823,2,2,,
010341B0100,1,AGUASCALIENTES,1,341,B,1,0,,,,,,,M,2040,2,2,,
010341C0100,1,AGUASCALIENTES,1,341,C,1,0,,,,,,,M,2040,2,2,,
010343B0100,1,AGUASCALIENTES,1,343,B,1,0,,,,,,,M,1640,2,2,,
010343C0200,1,AGUASCALIENTES,1,343,C,2,0,,,,,,,M,1640,2,2,,
010343C0100,1,AGUASCALIENTES,1,343,C,1,0,,,,,,,M,1640,2,2,,
010344B0100,1,AGUASCALIENTES,1,344,B,1,0,,,,,,,R,1757,2,2,,
010344C0100,1,AGUASCALIENTES,1,344,C,1,0,,,,,,,R,1756,2,2,,
010345B0100,1,AGUASCALIENTES,1,345,B,1,0,,,,,,,R,1715,2,2,,
010345C0100,1,AGUASCALIENTES,1,345,C,1,0,,,,,,,R,1714,2,2,,
010348C0200,1,AGUASCALIENTES,1,348,C,2,0,,,,,,,U,1613,2,2,,
010348B0100,1,AGUASCALIENTES,1,348,B,1,0,,,,,,,U,1613,2,2,,
010348C0100,1,AGUASCALIENTES,1,348,C,1,0,,,,,,,U,1613,2,2,,
010348C0300,1,AGUASCALIENTES,1,348,C,3,0,,,,,,,U,1613,2,2,,
010349C0100,1,AGUASCALIENTES,1,349,C,1,0,,,,,,,M,1817,2,2,,
010349C0200,1,AGUASCALIENTES,1,349,C,2,0,,,,,,,M,1817,2,2,,
010349B0100,1,AGUASCALIENTES,1,349,B,1,0,,,,,,,M,1817,2,2,,
010351C0100,1,AGUASCALIENTES,1,351,C,1,0,,,,,,,R,1591,2,2,,
010351B0100,1,AGUASCALIENTES,1,351,B,1,0,,,,,,,R,1592,2,2,,
010352C0100,1,AGUASCALIENTES,1,352,C,1,0,,,,,,,R,1982,2,2,,
010352B0100,1,AGUASCALIENTES,1,352,B,1,0,,,,,,,R,1982,2,2,,
010355C0100,1,AGUASCALIENTES,1,355,C,1,0,,,,,,,M,1433,3,8,,
010355C0200,1,AGUASCALIENTES,1,355,C,2,0,,,,,,,M,1433,3,8,,
010355B0100,1,AGUASCALIENTES,1,355,B,1,0,,,,,,,M,1433,3,8,,
010357C0100,1,AGUASCALIENTES,1,357,C,1,0,,,,,,,M,1644,3,8,,
010357C0300,1,AGUASCALIENTES,1,357,C,3,0,,,,,,,M,1643,3,8,,
010357C0200,1,AGUASCALIENTES,1,357,C,2,0,,,,,,,M,1643,3,8,,
010357B0100,1,AGUASCALIENTES,1,357,B,1,0,,,,,,,M,1644,3,8,,
010358B0100,1,AGUASCALIENTES,1,358,B,1,0,,,,,,,U,1827,3,8,,
010358C0100,1,AGUASCALIENTES,1,358,C,1,0,,,,,,,U,1826,3,8,,
010362C0100,1,AGUASCALIENTES,1,362,C,1,0,,,,,,,U,1545,3,8,,
010362C0200,1,AGUASCALIENTES,1,362,C,2,0,,,,,,,U,1545,3,8,,
010362B0100,1,AGUASCALIENTES,1,362,B,1,0,,,,,,,U,1545,3,8,,
010363C0100,1,AGUASCALIENTES,1,363,C,1,0,,,,,,,U,1963,3,8,,
010363B0100,1,AGUASCALIENTES,1,363,B,1,0,,,,,,,U,1963,3,8,,
010370C0100,1,AGUASCALIENTES,1,370,C,1,0,,,,,,,M,1440,3,8,,
010370B0100,1,AGUASCALIENTES,1,370,B,1,0,,,,,,,M,1440,3,8,,
010370C0200,1,AGUASCALIENTES,1,370,C,2,0,,,,,,,M,1439,3,8,,
010375C0200,1,AGUASCALIENTES,1,375,C,2,0,,,,,,,U,1944,3,8,,
010375C0100,1,AGUASCALIENTES,1,375,C,1,0,,,,,,,U,1944,3,8,,
010375B0100,1,AGUASCALIENTES,1,375,B,1,0,,,,,,,U,1944,3,8,,
010379B0100,1,AGUASCALIENTES,1,379,B,1,0,,,,,,,U,1528,3,8,,
010379C0100,1,AGUASCALIENTES,1,379,C,1,0,,,,,,,U,1528,3,8,,
010382B0100,1,AGUASCALIENTES,1,382,B,1,0,,,,,,,R,1518,3,8,,
010382C0100,1,AGUASCALIENTES,1,382,C,1,0,,,,,,,R,1517,3,8,,
010383C0100,1,AGUASCALIENTES,1,383,C,1,0,,,,,,,M,2007,3,8,,
010383C0200,1,AGUASCALIENTES,1,383,C,2,0,,,,,,,M,2007,3,8,,
010383B0100,1,AGUASCALIENTES,1,383,B,1,0,,,,,,,M,2008,3,8,,
010385C0100,1,AGUASCALIENTES,1,385,C,1,0,,,,,,,R,1605,3,8,,
010385B0100,1,AGUASCALIENTES,1,385,B,1,0,,,,,,,R,1605,3,8,,
010387B0100,1,AGUASCALIENTES,1,387,B,1,0,,,,,,,U,1644,4,1,,
010387C0100,1,AGUASCALIENTES,1,387,C,1,0,,,,,,,U,1644,4,1,,
010388C0100,1,AGUASCALIENTES,1,388,C,1,0,,,,,,,M,2033,4,1,,
010388B0100,1,AGUASCALIENTES,1,388,B,1,0,,,,,,,M,2034,4,1,,
010390B0100,1,AGUASCALIENTES,1,390,B,1,0,,,,,,,M,1485,4,1,,
010390C0200,1,AGUASCALIENTES,1,390,C,2,0,,,,,,,M,1485,4,1,,
010390C0100,1,AGUASCALIENTES,1,390,C,1,0,,,,,,,M,1485,4,1,,
010391C0200,1,AGUASCALIENTES,1,391,C,2,0,,,,,,,R,1810,4,1,,
010391C0100,1,AGUASCALIENTES,1,391,C,1,0,,,,,,,R,1810,4,1,,
010391B0100,1,AGUASCALIENTES,1,391,B,1,0,,,,,,,R,1810,4,1,,
010392C0300,1,AGUASCALIENTES,1,392,C,3,0,,,,,,,M,1808,5,7,,
010392C0200,1,AGUASCALIENTES,1,392,C,2,0,,,,,,,M,1808,5,7,,
010392C0100,1,AGUASCALIENTES,1,392,C,1,0,,,,,,,M,1808,5,7,,
010392B0100,1,AGUASCALIENTES,1,392,B,1,0,,,,,,,M,1808,5,7,,
010393C0200,1,AGUASCALIENTES,1,393,C,2,0,,,,,,,U,1609,5,7,,
010393B0100,1,AGUASCALIENTES,1,393,B,1,0,,,,,,,U,1609,5,7,,
010393C0100,1,AGUASCALIENTES,1,393,C,1,0,,,,,,,U,1609,5,7,,
010394C0100,1,AGUASCALIENTES,1,394,C,1,0,,,,,,,U,1806,5,7,,
010394B0100,1,AGUASCALIENTES,1,394,B,1,0,,,,,,,U,1807,5,7,,
010394C0200,1,AGUASCALIENTES,1,394,C,2,0,,,,,,,U,1806,5,7,,
010396C0300,1,AGUASCALIENTES,1,396,C,3,0,,,,,,,U,1659,5,7,,
010396C0400,1,AGUASCALIENTES,1,396,C,4,0,,,,,,,U,1659,5,7,,
010396B0100,1,AGUASCALIENTES,1,396,B,1,0,,,,,,,U,1660,5,7,,
010396C0100,1,AGUASCALIENTES,1,396,C,1,0,,,,,,,U,1660,5,7,,
010396C0200,1,AGUASCALIENTES,1,396,C,2,0,,,,,,,U,1659,5,7,,
010397C0200,1,AGUASCALIENTES,1,397,C,2,0,,,,,,,U,2036,5,7,,
010397C0100,1,AGUASCALIENTES,1,397,C,1,0,,,,,,,U,2036,5,7,,
010397C0300,1,AGUASCALIENTES,1,397,C,3,0,,,,,,,U,2036,5,7,,
010397C0400,1,AGUASCALIENTES,1,397,C,4,0,,,,,,,U,2035,5,7,,
010397B0100,1,AGUASCALIENTES,1,397,B,1,0,,,,,,,U,2036,5,7,,
010400B0100,1,AGUASCALIENTES,1,400,B,1,0,,,,,,,M,1870,5,4,,
010400C0100,1,AGUASCALIENTES,1,400,C,1,0,,,,,,,M,1870,5,4,,
010400C0200,1,AGUASCALIENTES,1,400,C,2,0,,,,,,,M,1870,5,4,,
010401C0100,1,AGUASCALIENTES,1,401,C,1,0,,,,,,,M,1441,5,4,,
010401B0100,1,AGUASCALIENTES,1,401,B,1,0,,,,,,,M,1442,5,4,,
010401C0200,1,AGUASCALIENTES,1,401,C,2,0,,,,,,,M,1441,5,4,,
010403C0100,1,AGUASCALIENTES,1,403,C,1,0,,,,,,,U,1542,5,4,,
010403B0100,1,AGUASCALIENTES,1,403,B,1,0,,,,,,,U,1542,5,4,,
010403C0200,1,AGUASCALIENTES,1,403,C,2,0,,,,,,,U,1541,5,4,,
010405C0400,1,AGUASCALIENTES,1,405,C,4,0,,,,,,,M,1907,5,4,,
010405C0100,1,AGUASCALIENTES,1,405,C,1,0,,,,,,,M,1908,5,4,,
010405C0300,1,AGUASCALIENTES,1,405,C,3,0,,,,,,,M,1908,5,4,,
010405B0100,1,AGUASCALIENTES,1,405,B,1,0,,,,,,,M,1908,5,4,,
010405C0200,1,AGUASCALIENTES,1,405,C,2,0,,,,,,,M,1908,5,4,,
010406B0100,1,AGUASCALIENTES,1,406,B,1,0,,,,,,,R,1977,5,7,,
010406C0100,1,AGUASCALIENTES,1,406,C,1,0,,,,,,,R,1977,5,7,,
010410C0200,1,AGUASCALIENTES,1,410,C,2,0,,,,,,,M,1754,5,7,,
010410B0100,1,AGUASCALIENTES,1,410,B,1,0,,,,,,,M,1754,5,7,,
010410C0100,1,AGUASCALIENTES,1,410,C,1,0,,,,,,,M,1754,5,7,,
010411C0200,1,AGUASCALIENTES,1,411,C,2,0,,,,,,,M,1946,5,7,,
010411C0300,1,AGUASCALIENTES,1,411,C,3,0,,,,,,,M,1946,5,7,,
010411B0100,1,AGUASCALIENTES,1,411,B,1,0,,,,,,,M,1947,5,7,,
010411C0100,1,AGUASCALIENTES,1,411,C,1,0,,,,,,,M,1947,5,7,,
010412B0100,1,AGUASCALIENTES,1,412,B,1,0,,,,,,,M,1877,5,7,,
010412C0100,1,AGUASCALIENTES,1,412,C,1,0,,,,,,,M,1876,5,7,,
010413C0300,1,AGUASCALIENTES,1,413,C,3,0,,,,,,,M,1816,5,4,,
010413C0400,1,AGUASCALIENTES,1,413,C,4,0,,,,,,,M,1816,5,4,,
010413C0500,1,AGUASCALIENTES,1,413,C,5,0,,,,,,,M,1816,5,4,,
010413C0200,1,AGUASCALIENTES,1,413,C,2,0,,,,,,,M,1816,5,4,,
010413B0100,1,AGUASCALIENTES,1,413,B,1,0,,,,,,,M,1817,5,4,,
010413C0100,1,AGUASCALIENTES,1,413,C,1,0,,,,,,,M,1816,5,4,,
010415C0100,1,AGUASCALIENTES,1,415,C,1,0,,,,,,,M,1896,6,3,,
010415C0200,1,AGUASCALIENTES,1,415,C,2,0,,,,,,,M,1896,6,3,,
010415B0100,1,AGUASCALIENTES,1,415,B,1,0,,,,,,,M,1897,6,3,,
010419C0100,1,AGUASCALIENTES,1,419,C,1,0,,,,,,,U,1631,6,3,,
010419B0100,1,AGUASCALIENTES,1,419,B,1,0,,,,,,,U,1631,6,3,,
010419C0300,1,AGUASCALIENTES,1,419,C,3,0,,,,,,,U,1630,6,3,,
010419C0200,1,AGUASCALIENTES,1,419,C,2,0,,,,,,,U,1630,6,3,,
010421C0200,1,AGUASCALIENTES,1,421,C,2,0,,,,,,,U,1812,6,3,,
010421B0100,1,AGUASCALIENTES,1,421,B,1,0,,,,,,,U,1812,6,3,,
010421C0100,1,AGUASCALIENTES,1,421,C,1,0,,,,,,,U,1812,6,3,,
010424C0100,1,AGUASCALIENTES,1,424,C,1,0,,,,,,,U,1594,6,3,,
010424B0100,1,AGUASCALIENTES,1,424,B,1,0,,,,,,,U,1594,6,3,,
010424C0300,1,AGUASCALIENTES,1,424,C,3,0,,,,,,,U,1594,6,3,,
010424C0200,1,AGUASCALIENTES,1,424,C,2,0,,,,,,,U,1594,6,3,,
010428C0100,1,AGUASCALIENTES,1,428,C,1,0,,,,,,,R,1988,6,3,,
010428B0100,1,AGUASCALIENTES,1,428,B,1,0,,,,,,,R,1988,6,3,,
010429C0100,1,AGUASCALIENTES,1,429,C,1,0,,,,,,,U,1781,6,3,,
010429B0100,1,AGUASCALIENTES,1,429,B,1,0,,,,,,,U,1782,6,3,,
010430B0100,1,AGUASCALIENTES,1,430,B,1,0,,,,,,,R,1752,6,3,,
010430C0100,1,AGUASCALIENTES,1,430,C,1,0,,,,,,,R,1752,6,3,,
010432B0100,1,AGUASCALIENTES,1,432,B,1,0,,,,,,,U,1723,7,1,,
010432C0100,1,AGUASCALIENTES,1,432,C,1,0,,,,,,,U,1723,7,1,,
010436C0100,1,AGUASCALIENTES,1,436,C,1,0,,,,,,,U,1593,7,1,,
010436C0200,1,AGUASCALIENTES,1,436,C,2,0,,,,,,,U,1592,7,1,,
010436B0100,1,AGUASCALIENTES,1,436,B,1,0,,,,,,,U,1593,7,1,,
010437B0100,1,AGUASCALIENTES,1,437,B,1,0,,,,,,,M,1954,7,1,,
010437C0200,1,AGUASCALIENTES,1,437,C,2,0,,,,,,,M,1953,7,1,,
010437C0100,1,AGUASCALIENTES,1,437,C,1,0,,,,,,,M,1954,7,1,,
010440C0200,1,AGUASCALIENTES,1,440,C,2,0,,,,,,,M,1624,7,1,,
010440C0100,1,AGUASCALIENTES,1,440,C,1,0,,,,,,,M,1624,7,1,,
010440B0100,1,AGUASCALIENTES,1,440,B,1,0,,,,,,,M,1625,7,1,,
010440C0300,1,AGUASCALIENTES,1,440,C,3,0,,,,,,,M,1624,7,1,,
010442C0100,1,AGUASCALIENTES,1,442,C,1,0,,,,,,,R,1956,7,1,,
010442B0100,1,AGUASCALIENTES,1,442,B,1,0,,,,,,,R,1956,7,1,,
010447C0100,1,AGUASCALIENTES,1,447,C,1,0,,,,,,,U,1622,7,1,,
010447B0100,1,AGUASCALIENTES,1,447,B,1,0,,,,,,,U,1622,7,1,,
010449B0100,1,AGUASCALIENTES,1,449,B,1,0,,,,,,,M,1780,7,1,,
010449C0100,1,AGUASCALIENTES,1,449,C,1,0,,,,,,,M,1780,7,1,,
010452B0100,1,AGUASCALIENTES,1,452,B,1,0,,,,,,,U,1478,8,8,,
010452C0100,1,AGUASCALIENTES,1,452,C,1,0,,,,,,,U,1478,8,8,,
010454C0100,1,AGUASCALIENTES,1,454,C,1,0,,,,,,,M,1473,8,8,,
010454B0100,1,AGUASCALIENTES,1,454,B,1,0,,,,,,,M,1474,8,8,,
010454C0200,1,AGUASCALIENTES,1,454,C,2,0,,,,,,,M,1473,8,8,,
010461B0100,1,AGUASCALIENTES,1,461,B,1,0,,,,,,,U,1868,9,3,,
010461C0100,1,AGUASCALIENTES,1,461,C,1,0,,,,,,,U,1868,9,3,,
010462B0100,1,AGUASCALIENTES,1,462,B,1,0,,,,,,,M,1772,9,3,,
010462C0100,1,AGUASCALIENTES,1,462,C,1,0,,,,,,,M,1771,9,3,,
010464B0100,1,AGUASCALIENTES,1,464,B,1,0,,,,,,,R,2069,9,3,,
010464C0100,1,AGUASCALIENTES,1,464,C,1,0,,,,,,,R,2068,9,3,,
010467B0100,1,AGUASCALIENTES,1,467,B,1,0,,,,,,,R,1536,9,3,,
010467C0100,1,AGUASCALIENTES,1,467,C,1,0,,,,,,,R,1535,9,3,,
010469B0100,1,AGUASCALIENTES,1,469,B,1,0,,,,,,,U,1457,9,3,,
010469C0100,1,AGUASCALIENTES,1,469,C,1,0,,,,,,,U,1457,9,3,,
010470S0100,1,AGUASCALIENTES,1,470,S,1,0,,,,,,,M,0,10,4,,
010471B0100,1,AGUASCALIENTES,1,471,B,1,0,,,,,,,U,1518,10,4,,
010471C0100,1,AGUASCALIENTES,1,471,C,1,0,,,,,,,U,1518,10,4,,
010473C0400,1,AGUASCALIENTES,1,473,C,4,0,,,,,,,M,1842,10,4,,
010473B0100,1,AGUASCALIENTES,1,473,B,1,0,,,,,,,M,1843,10,4,,
010473C0300,1,AGUASCALIENTES,1,473,C,3,0,,,,,,,M,1843,10,4,,
010473C0200,1,AGUASCALIENTES,1,473,C,2,0,,,,,,,M,1843,10,4,,
010473C0100,1,AGUASCALIENTES,1,473,C,1,0,,,,,,,M,1843,10,4,,
010475B0100,1,AGUASCALIENTES,1,475,B,1,0,,,,,,,R,1457,10,4,,
010475C0100,1,AGUASCALIENTES,1,475,C,1,0,,,,,,,R,1456,10,4,,
010476C0300,1,AGUASCALIENTES,1,476,C,3,0,,,,,,,M,1705,10,4,,
010476C0200,1,AGUASCALIENTES,1,476,C,2,0,,,,,,,M,1705,10,4,,
010476B0100,1,AGUASCALIENTES,1,476,B,1,0,,,,,,,M,1705,10,4,,
010476C0100,1,AGUASCALIENTES,1,476,C,1,0,,,,,,,M,1705,10,4,,
010477C0200,1,AGUASCALIENTES,1,477,C,2,0,,,,,,,M,1585,10,4,,
010477C0100,1,AGUASCALIENTES,1,477,C,1,0,,,,,,,M,1585,10,4,,
010477B0100,1,AGUASCALIENTES,1,477,B,1,0,,,,,,,M,1586,10,4,,
010478C0500,1,AGUASCALIENTES,1,478,C,5,0,,,,,,,M,1860,10,4,,
010478C0300,1,AGUASCALIENTES,1,478,C,3,0,,,,,,,M,1860,10,4,,
010478B0100,1,AGUASCALIENTES,1,478,B,1,0,,,,,,,M,1861,10,4,,
010478C0400,1,AGUASCALIENTES,1,478,C,4,0,,,,,,,M,1860,10,4,,
010478C0200,1,AGUASCALIENTES,1,478,C,2,0,,,,,,,M,1860,10,4,,
010478C0100,1,AGUASCALIENTES,1,478,C,1,0,,,,,,,M,1861,10,4,,
010480C0200,1,AGUASCALIENTES,1,480,C,2,0,,,,,,,M,1909,11,2,,
010480C0300,1,AGUASCALIENTES,1,480,C,3,0,,,,,,,M,1909,11,2,,
010480C0100,1,AGUASCALIENTES,1,480,C,1,0,,,,,,,M,1909,11,2,,
010480B0100,1,AGUASCALIENTES,1,480,B,1,0,,,,,,,M,1909,11,2,,
010482B0100,1,AGUASCALIENTES,1,482,B,1,0,,,,,,,R,2062,11,2,,
010482C0100,1,AGUASCALIENTES,1,482,C,1,0,,,,,,,R,2061,11,2,,
010486B0100,1,AGUASCALIENTES,1,486,B,1,0,,,,,,,R,1475,11,2,,
010486C0100,1,AGUASCALIENTES,1,486,C,1,0,,,,,,,R,1474,11,2,,
010486C0200,1,AGUASCALIENTES,1,486,C,2,0,,,,,,,R,1474,11,2,,
010070C0100,1,AGUASCALIENTES,2,70,C,1,0,,,,,,,U,1427,1,11,,
010070B0100,1,AGUASCALIENTES,2,70,B,1,0,,,,,,,U,1427,1,11,,
010080C0200,1,AGUASCALIENTES,2,80,C,2,0,,,,,,,M,1886,1,5,,
010080B0100,1,AGUASCALIENTES,2,80,B,1,0,,,,,,,M,1887,1,5,,
010080C0300,1,AGUASCALIENTES,2,80,C,3,0,,,,,,,M,1886,1,5,,
010080C0100,1,AGUASCALIENTES,2,80,C,1,0,,,,,,,M,1887,1,5,,
010082C0500,1,AGUASCALIENTES,2,82,C,5,0,,,,,,,U,1897,1,5,,
010082C0300,1,AGUASCALIENTES,2,82,C,3,0,,,,,,,U,1898,1,5,,
010082C0200,1,AGUASCALIENTES,2,82,C,2,0,,,,,,,U,1898,1,5,,
010082B0100,1,AGUASCALIENTES,2,82,B,1,0,,,,,,,U,1898,1,5,,
010082C0400,1,AGUASCALIENTES,2,82,C,4,0,,,,,,,U,1897,1,5,,
010082C0100,1,AGUASCALIENTES,2,82,C,1,0,,,,,,,U,1898,1,5,,
010083C0300,1,AGUASCALIENTES,2,83,C,3,0,,,,,,,U,1978,1,12,,
010083C0500,1,AGUASCALIENTES,2,83,C,5,0,,,,,,,U,1978,1,12,,
010083C0200,1,AGUASCALIENTES,2,83,C,2,0,,,,,,,U,1979,1,12,,
010083C0100,1,AGUASCALIENTES,2,83,C,1,0,,,,,,,U,1979,1,12,,
010083C0600,1,AGUASCALIENTES,2,83,C,6,0,,,,,,,U,1978,1,12,,
010083B0100,1,AGUASCALIENTES,2,83,B,1,0,,,,,,,U,1979,1,12,,
010083C0700,1,AGUASCALIENTES,2,83,C,7,0,,,,,,,U,1978,1,12,,
010083C0400,1,AGUASCALIENTES,2,83,C,4,0,,,,,,,U,1978,1,12,,
010084B0100,1,AGUASCALIENTES,2,84,B,1,0,,,,,,,U,1075,1,12,,
010084C0100,1,AGUASCALIENTES,2,84,C,1,0,,,,,,,U,1074,1,12,,
010085C0200,1,AGUASCALIENTES,2,85,C,2,0,,,,,,,U,1405,1,12,,
010085C0100,1,AGUASCALIENTES,2,85,C,1,0,,,,,,,U,1405,1,12,,
010085B0100,1,AGUASCALIENTES,2,85,B,1,0,,,,,,,U,1406,1,12,,
010086C0600,1,AGUASCALIENTES,2,86,C,6,0,,,,,,,U,1803,1,5,,
010086C0500,1,AGUASCALIENTES,2,86,C,5,0,,,,,,,U,1803,1,5,,
010086C0300,1,AGUASCALIENTES,2,86,C,3,0,,,,,,,U,1803,1,5,,
010086C0100,1,AGUASCALIENTES,2,86,C,1,0,,,,,,,U,1803,1,5,,
010086B0100,1,AGUASCALIENTES,2,86,B,1,0,,,,,,,U,1803,1,5,,
010086C0200,1,AGUASCALIENTES,2,86,C,2,0,,,,,,,U,1803,1,5,,
010086C0400,1,AGUASCALIENTES,2,86,C,4,0,,,,,,,U,1803,1,5,,
010088B0100,1,AGUASCALIENTES,2,88,B,1,0,,,,,,,U,1986,1,5,,
010088C0100,1,AGUASCALIENTES,2,88,C,1,0,,,,,,,U,1985,1,5,,
010090C0100,1,AGUASCALIENTES,2,90,C,1,0,,,,,,,U,1739,1,5,,
010090B0100,1,AGUASCALIENTES,2,90,B,1,0,,,,,,,U,1740,1,5,,
010090C0200,1,AGUASCALIENTES,2,90,C,2,0,,,,,,,U,1739,1,5,,
010093C0100,1,AGUASCALIENTES,2,93,C,1,0,,,,,,,U,1976,1,13,,
010093C0200,1,AGUASCALIENTES,2,93,C,2,0,,,,,,,U,1976,1,13,,
010093B0100,1,AGUASCALIENTES,2,93,B,1,0,,,,,,,U,1976,1,13,,
010096C0100,1,AGUASCALIENTES,2,96,C,1,0,,,,,,,U,1572,1,13,,
010096C0300,1,AGUASCALIENTES,2,96,C,3,0,,,,,,,U,1572,1,13,,
010096C0200,1,AGUASCALIENTES,2,96,C,2,0,,,,,,,U,1572,1,13,,
010096B0100,1,AGUASCALIENTES,2,96,B,1,0,,,,,,,U,1572,1,13,,
010106B0100,1,AGUASCALIENTES,2,106,B,1,0,,,,,,,U,1689,1,11,,
010106C0100,1,AGUASCALIENTES,2,106,C,1,0,,,,,,,U,1689,1,11,,
010106C0200,1,AGUASCALIENTES,2,106,C,2,0,,,,,,,U,1688,1,11,,
010112B0100,1,AGUASCALIENTES,2,112,B,1,0,,,,,,,U,1983,1,11,,
010112C0100,1,AGUASCALIENTES,2,112,C,1,0,,,,,,,U,1982,1,11,,
010115C0200,1,AGUASCALIENTES,2,115,C,2,0,,,,,,,U,1811,1,13,,
010115B0100,1,AGUASCALIENTES,2,115,B,1,0,,,,,,,U,1811,1,13,,
010115C0100,1,AGUASCALIENTES,2,115,C,1,0,,,,,,,U,1811,1,13,,
010116B0100,1,AGUASCALIENTES,2,116,B,1,0,,,,,,,U,1881,1,13,,
010116C0400,1,AGUASCALIENTES,2,116,C,4,0,,,,,,,U,1881,1,13,,
010116C0200,1,AGUASCALIENTES,2,116,C,2,0,,,,,,,U,1881,1,13,,
010116C0100,1,AGUASCALIENTES,2,116,C,1,0,,,,,,,U,1881,1,13,,
010116C0300,1,AGUASCALIENTES,2,116,C,3,0,,,,,,,U,1881,1,13,,
010118C0100,1,AGUASCALIENTES,2,118,C,1,0,,,,,,,U,1641,1,13,,
010118C0200,1,AGUASCALIENTES,2,118,C,2,0,,,,,,,U,1640,1,13,,
010118C0300,1,AGUASCALIENTES,2,118,C,3,0,,,,,,,U,1640,1,13,,
010118B0100,1,AGUASCALIENTES,2,118,B,1,0,,,,,,,U,1641,1,13,,
010119C0100,1,AGUASCALIENTES,2,119,C,1,0,,,,,,,U,1512,1,13,,
010119B0100,1,AGUASCALIENTES,2,119,B,1,0,,,,,,,U,1512,1,13,,
010119C0200,1,AGUASCALIENTES,2,119,C,2,0,,,,,,,U,1511,1,13,,
010125B0100,1,AGUASCALIENTES,2,125,B,1,0,,,,,,,U,1722,1,14,,
010125C0200,1,AGUASCALIENTES,2,125,C,2,0,,,,,,,U,1721,1,14,,
010125C0300,1,AGUASCALIENTES,2,125,C,3,0,,,,,,,U,1721,1,14,,
010125C0100,1,AGUASCALIENTES,2,125,C,1,0,,,,,,,U,1722,1,14,,
010126C0100,1,AGUASCALIENTES,2,126,C,1,0,,,,,,,U,1035,1,15,,
010126B0100,1,AGUASCALIENTES,2,126,B,1,0,,,,,,,U,1035,1,15,,
010126S0100,1,AGUASCALIENTES,2,126,S,1,0,,,,,,,U,0,1,15,,
010127C0100,1,AGUASCALIENTES,2,127,C,1,0,,,,,,,U,1864,1,15,,
010127B0100,1,AGUASCALIENTES,2,127,B,1,0,,,,,,,U,1864,1,15,,
010130C0100,1,AGUASCALIENTES,2,130,C,1,0,,,,,,,U,1954,1,15,,
010130B0100,1,AGUASCALIENTES,2,130,B,1,0,,,,,,,U,1954,1,15,,
010133C0100,1,AGUASCALIENTES,2,133,C,1,0,,,,,,,U,1811,1,15,,
010133B0100,1,AGUASCALIENTES,2,133,B,1,0,,,,,,,U,1812,1,15,,
010135B0100,1,AGUASCALIENTES,2,135,B,1,0,,,,,,,U,1950,1,15,,
010135C0100,1,AGUASCALIENTES,2,135,C,1,0,,,,,,,U,1950,1,15,,
010137B0100,1,AGUASCALIENTES,2,137,B,1,0,,,,,,,U,1992,1,15,,
010137C0100,1,AGUASCALIENTES,2,137,C,1,0,,,,,,,U,1992,1,15,,
010138C0100,1,AGUASCALIENTES,2,138,C,1,0,,,,,,,U,1543,1,14,,
010138B0100,1,AGUASCALIENTES,2,138,B,1,0,,,,,,,U,1544,1,14,,
010138C0200,1,AGUASCALIENTES,2,138,C,2,0,,,,,,,U,1543,1,14,,
010149C0100,1,AGUASCALIENTES,2,149,C,1,0,,,,,,,U,1937,1,14,,
010149B0100,1,AGUASCALIENTES,2,149,B,1,0,,,,,,,U,1938,1,14,,
010152B0100,1,AGUASCALIENTES,2,152,B,1,0,,,,,,,U,1944,1,15,,
010152C0100,1,AGUASCALIENTES,2,152,C,1,0,,,,,,,U,1943,1,15,,
010155C0200,1,AGUASCALIENTES,2,155,C,2,0,,,,,,,U,1898,1,15,,
010155C0300,1,AGUASCALIENTES,2,155,C,3,0,,,,,,,U,1898,1,15,,
010155C0100,1,AGUASCALIENTES,2,155,C,1,0,,,,,,,U,1898,1,15,,
010155B0100,1,AGUASCALIENTES,2,155,B,1,0,,,,,,,U,1898,1,15,,
010155C0500,1,AGUASCALIENTES,2,155,C,5,0,,,,,,,U,1897,1,15,,
010155C0400,1,AGUASCALIENTES,2,155,C,4,0,,,,,,,U,1897,1,15,,
010156C0600,1,AGUASCALIENTES,2,156,C,6,0,,,,,,,U,1873,1,14,,
010156C0100,1,AGUASCALIENTES,2,156,C,1,0,,,,,,,U,1873,1,14,,
010156C0300,1,AGUASCALIENTES,2,156,C,3,0,,,,,,,U,1873,1,14,,
010156B0100,1,AGUASCALIENTES,2,156,B,1,0,,,,,,,U,1873,1,14,,
010156C0200,1,AGUASCALIENTES,2,156,C,2,0,,,,,,,U,1873,1,14,,
010156C0400,1,AGUASCALIENTES,2,156,C,4,0,,,,,,,U,1873,1,14,,
010156C0500,1,AGUASCALIENTES,2,156,C,5,0,,,,,,,U,1873,1,14,,
010157C0100,1,AGUASCALIENTES,2,157,C,1,0,,,,,,,U,1627,1,14,,
